,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
17313,1.0,-120.18,34.75,17.0,2074.0,382.0,1035.0,359.0,3.7958,5.777158774373259,2.883008356545961,0.18418514946962392,0,0,0,0
7101,1.0,-117.99,33.9,30.0,1677.0,372.0,1021.0,332.0,3.5859,5.051204819277109,3.075301204819277,0.22182468694096602,0,0,0,0
2726,1.0,-115.54,32.79,30.0,752.0,194.0,733.0,186.0,1.6607,4.043010752688172,3.9408602150537635,0.2579787234042553,1,0,0,0
8989,1.0,-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695,6.207692307692308,2.5096153846153846,0.16821561338289961,0,0,0,0
19922,1.0,-119.35,36.32,10.0,3817.0,719.0,1686.0,714.0,3.8235,5.34593837535014,2.361344537815126,0.1883678281372806,1,0,0,0
644,1.0,-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,7.392592592592592,2.5407407407407407,0.1342685370741483,0,0,1,0
5838,1.0,-118.36,34.2,14.0,1878.0,614.0,1874.0,559.0,2.5267,3.3595706618962433,3.3524150268336315,0.32694355697550587,0,0,0,0
2245,1.0,-119.79,36.83,15.0,3356.0,694.0,1232.0,627.0,2.2215,5.352472089314195,1.9649122807017543,0.2067938021454112,1,0,0,0
13342,1.0,-117.65,34.03,15.0,4420.0,903.0,2373.0,858.0,3.449,5.151515151515151,2.765734265734266,0.20429864253393665,1,0,0,0
6871,1.0,-118.09,34.07,45.0,593.0,133.0,481.0,128.0,2.5938,4.6328125,3.7578125,0.224283305227656,0,0,0,0
3966,1.0,-118.57,34.2,36.0,2559.0,469.0,1358.0,445.0,4.5568,5.750561797752809,3.051685393258427,0.18327471668620554,0,0,0,0
2127,1.0,-119.73,36.8,15.0,2376.0,538.0,1197.0,510.0,3.1417,4.658823529411765,2.347058823529412,0.22643097643097643,1,0,0,0
16802,1.0,-122.42,37.66,41.0,2189.0,414.0,1063.0,409.0,4.7361,5.352078239608802,2.5990220048899757,0.18912745545911375,0,0,0,1
14484,1.0,-117.27,32.83,35.0,1420.0,193.0,469.0,177.0,8.0639,8.022598870056497,2.6497175141242937,0.1359154929577465,0,0,0,1
19544,1.0,-120.98,37.64,39.0,2617.0,659.0,2052.0,642.0,1.6952,4.076323987538941,3.196261682242991,0.25181505540695454,1,0,0,0
20347,1.0,-119.0,34.19,5.0,3634.0,718.0,1317.0,743.0,4.2917,4.890982503364738,1.7725437415881562,0.19757842597688496,0,0,0,0
10821,1.0,-117.93,33.65,29.0,1253.0,375.0,1198.0,362.0,3.5179,3.4613259668508287,3.3093922651933703,0.29928172386272944,0,0,0,0
2597,1.0,-123.76,41.03,24.0,2386.0,565.0,1058.0,414.0,2.0644,5.763285024154589,2.5555555555555554,0.23679798826487847,0,0,0,0
18950,1.0,-122.05,38.26,32.0,1070.0,199.0,631.0,195.0,2.6827,5.487179487179487,3.235897435897436,0.18598130841121496,1,0,0,0
8502,1.0,-118.3,33.87,27.0,3144.0,722.0,1510.0,680.0,3.1597,4.623529411764705,2.2205882352941178,0.2296437659033079,0,0,0,0
14823,1.0,-117.11,32.67,52.0,280.0,71.0,217.0,71.0,1.4844,3.943661971830986,3.056338028169014,0.25357142857142856,0,0,0,1
5645,1.0,-118.3,33.75,23.0,1957.0,517.0,1454.0,526.0,3.5056,3.720532319391635,2.76425855513308,0.2641798671435871,0,0,0,0
16731,1.0,-120.49,35.35,17.0,3043.0,608.0,1457.0,545.0,3.1641,5.58348623853211,2.673394495412844,0.1998028261583963,0,0,0,0
5197,1.0,-118.27,33.94,30.0,1764.0,397.0,1406.0,362.0,1.449,4.87292817679558,3.883977900552486,0.22505668934240364,0,0,0,0
9210,1.0,-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2.7413,5.571741511500548,2.501642935377875,0.19284450560251623,1,0,0,0
6081,1.0,-117.87,34.1,25.0,2208.0,477.0,1084.0,424.0,3.775,5.2075471698113205,2.556603773584906,0.21603260869565216,0,0,0,0
6218,1.0,-117.92,34.07,29.0,1699.0,399.0,1052.0,411.0,3.2122,4.133819951338199,2.559610705596107,0.23484402589758682,0,0,0,0
7606,1.0,-118.25,33.89,36.0,1527.0,309.0,1154.0,279.0,3.3095,5.473118279569892,4.136200716845878,0.20235756385068762,0,0,0,0
3040,1.0,-119.18,35.5,36.0,1253.0,259.0,932.0,249.0,2.1635,5.032128514056225,3.7429718875502007,0.20670391061452514,1,0,0,0
19454,1.0,-120.96,37.66,16.0,4961.0,902.0,2654.0,804.0,4.2823,6.170398009950249,3.300995024875622,0.18181818181818182,1,0,0,0
4182,1.0,-118.23,34.13,47.0,1162.0,235.0,781.0,268.0,4.6528,4.335820895522388,2.9141791044776117,0.20223752151462995,0,0,0,0
12550,1.0,-121.48,38.55,52.0,1684.0,309.0,675.0,296.0,4.1467,5.6891891891891895,2.2804054054054053,0.1834916864608076,1,0,0,0
11825,1.0,-120.98,38.99,17.0,3403.0,661.0,1540.0,622.0,3.6354,5.471061093247588,2.4758842443729905,0.19424037613870115,1,0,0,0
9683,1.0,-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,34.57142857142857,2.15625,0.203125,1,0,0,0
7661,1.0,-118.22,33.83,42.0,1370.0,299.0,1018.0,328.0,4.4474,4.176829268292683,3.1036585365853657,0.21824817518248174,0,0,0,0
11788,1.0,-121.24,38.79,23.0,1419.0,261.0,706.0,269.0,3.1875,5.275092936802974,2.62453531598513,0.1839323467230444,1,0,0,0
16097,1.0,-122.5,37.75,45.0,1672.0,344.0,838.0,314.0,4.1419,5.32484076433121,2.6687898089171975,0.20574162679425836,0,0,0,1
11922,1.0,-117.38,33.96,30.0,3153.0,623.0,1544.0,575.0,3.4491,5.483478260869565,2.685217391304348,0.1975895972090073,1,0,0,0
11261,1.0,-117.99,33.79,33.0,2064.0,324.0,1384.0,315.0,4.5263,6.552380952380952,4.393650793650794,0.1569767441860465,0,0,0,0
1025,1.0,-120.56,38.48,14.0,3545.0,702.0,946.0,411.0,3.4609,8.62530413625304,2.3017031630170317,0.19802538787023977,1,0,0,0
19663,1.0,-120.84,37.49,25.0,2383.0,576.0,1234.0,583.0,1.4529,4.087478559176672,2.1166380789022297,0.24171212757028956,1,0,0,0
14200,1.0,-117.02,32.7,18.0,1643.0,283.0,1134.0,269.0,5.1769,6.107806691449814,4.215613382899628,0.17224589166159465,0,0,0,1
4335,1.0,-118.3,34.08,34.0,2501.0,1047.0,3326.0,970.0,1.8771,2.5783505154639177,3.428865979381443,0.4186325469812075,0,0,0,0
6035,1.0,-117.72,34.06,32.0,2209.0,654.0,1718.0,569.0,1.9643,3.882249560632689,3.0193321616871707,0.2960615663196016,1,0,0,0
11746,1.0,-121.16,38.75,27.0,771.0,108.0,315.0,111.0,8.4882,6.945945945945946,2.8378378378378377,0.14007782101167315,1,0,0,0
467,1.0,-122.28,37.87,52.0,1233.0,300.0,571.0,292.0,2.2788,4.222602739726027,1.9554794520547945,0.24330900243309003,0,0,1,0
18423,1.0,-121.81,37.25,20.0,3398.0,771.0,1231.0,744.0,2.0288,4.567204301075269,1.6545698924731183,0.2268981753972925,0,0,0,0
14953,1.0,-116.97,32.76,26.0,2460.0,313.0,838.0,299.0,5.9878,8.22742474916388,2.802675585284281,0.12723577235772357,0,0,0,0
12842,1.0,-121.4,38.66,50.0,880.0,150.0,1148.0,148.0,2.5062,5.945945945945946,7.756756756756757,0.17045454545454544,1,0,0,0
2633,1.0,-124.17,40.62,32.0,1595.0,309.0,706.0,277.0,2.8958,5.758122743682311,2.5487364620938626,0.19373040752351098,0,0,0,1
16836,1.0,-122.49,37.6,33.0,3507.0,669.0,1697.0,660.0,4.0795,5.3136363636363635,2.5712121212121213,0.19076133447390933,0,0,0,1
14924,1.0,-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,5.8457223001402525,2.9396914446002804,0.17802303262955854,0,0,0,1
2845,1.0,-118.96,35.4,28.0,4667.0,875.0,2404.0,841.0,3.2325,5.549346016646849,2.858501783590963,0.18748660809942147,1,0,0,0
8452,1.0,-118.35,33.91,26.0,2159.0,523.0,1331.0,520.0,3.87,4.151923076923077,2.5596153846153844,0.24224177860120427,0,0,0,0
19364,1.0,-123.25,38.54,27.0,3658.0,764.0,1278.0,518.0,3.3536,7.061776061776062,2.4671814671814674,0.20885729907053036,0,0,0,1
4945,1.0,-118.3,34.01,48.0,4217.0,1095.0,3298.0,949.0,1.9152,4.443624868282402,3.475237091675448,0.25966326772587145,0,0,0,0
14493,1.0,-117.19,32.86,19.0,3716.0,563.0,1788.0,587.0,5.2113,6.330494037478705,3.0459965928449746,0.15150699677072121,0,0,0,1
19102,1.0,-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,6.596685082872928,3.2790055248618786,0.14991624790619765,0,0,0,0
14907,1.0,-117.05,32.63,31.0,4911.0,861.0,2334.0,843.0,4.1958,5.825622775800712,2.7686832740213525,0.17532070861331706,0,0,0,1
19757,1.0,-122.24,40.16,19.0,2500.0,509.0,1293.0,494.0,2.035,5.060728744939271,2.617408906882591,0.2036,1,0,0,0
18623,1.0,-122.03,37.05,12.0,2010.0,422.0,784.0,407.0,3.9728,4.938574938574939,1.9262899262899262,0.2099502487562189,0,0,0,1
13721,1.0,-117.18,34.07,7.0,1347.0,301.0,799.0,276.0,2.9485,4.880434782608695,2.8949275362318843,0.22345953971789162,1,0,0,0
16404,1.0,-121.16,38.03,28.0,253.0,50.0,201.0,51.0,1.4732,4.96078431372549,3.9411764705882355,0.1976284584980237,1,0,0,0
208,1.0,-122.23,37.79,30.0,610.0,145.0,425.0,140.0,1.6198,4.357142857142857,3.0357142857142856,0.23770491803278687,0,0,1,0
18461,1.0,-121.76,37.26,17.0,250.0,52.0,141.0,51.0,4.6458,4.901960784313726,2.764705882352941,0.208,0,0,0,0
11345,1.0,-117.92,33.75,19.0,1920.0,471.0,1413.0,432.0,4.0313,4.444444444444445,3.2708333333333335,0.2453125,0,0,0,0
8217,1.0,-118.19,33.78,24.0,225.0,72.0,439.0,71.0,2.8533,3.1690140845070425,6.183098591549296,0.32,0,0,0,1
7299,1.0,-118.2,33.99,35.0,1705.0,523.0,2252.0,508.0,2.3421,3.356299212598425,4.433070866141732,0.30674486803519063,0,0,0,0
17786,1.0,-121.82,37.37,40.0,802.0,149.0,445.0,143.0,4.0446,5.608391608391608,3.111888111888112,0.185785536159601,0,0,0,0
16347,1.0,-121.35,38.02,16.0,1665.0,311.0,1301.0,259.0,2.8403,6.428571428571429,5.023166023166024,0.18678678678678678,1,0,0,0
12243,1.0,-116.99,33.75,18.0,9601.0,2401.0,4002.0,2106.0,1.4366,4.5588793922127255,1.9002849002849003,0.25007811686282677,1,0,0,0
8614,1.0,-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,4.4875675675675675,2.2205405405405405,0.24524211033485907,0,0,0,0
12645,1.0,-121.47,38.52,26.0,2177.0,638.0,1971.0,560.0,1.2575,3.8875,3.5196428571428573,0.2930638493339458,1,0,0,0
3385,1.0,-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,5.6184,5.885416666666667,2.6788194444444446,0.1710914454277286,0,0,0,0
10609,1.0,-117.79,33.68,13.0,2636.0,416.0,1137.0,404.0,7.2118,6.524752475247524,2.8143564356435644,0.15781487101669195,0,0,0,0
5032,1.0,-118.33,33.98,28.0,3889.0,1199.0,3121.0,1046.0,1.8806,3.7179732313575524,2.9837476099426388,0.30830547698637184,0,0,0,0
10726,1.0,-117.81,33.64,16.0,2404.0,349.0,868.0,329.0,11.0138,7.306990881458966,2.6382978723404253,0.14517470881863562,0,0,0,0
18815,1.0,-120.08,39.61,32.0,1404.0,247.0,544.0,201.0,2.7778,6.985074626865671,2.7064676616915424,0.17592592592592593,1,0,0,0
408,1.0,-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,7.42948717948718,2.496794871794872,0.14150129421915444,0,0,1,0
7495,1.0,-118.25,33.93,38.0,180.0,43.0,246.0,56.0,2.85,3.2142857142857144,4.392857142857143,0.2388888888888889,0,0,0,0
18240,1.0,-122.08,37.4,52.0,766.0,203.0,448.0,196.0,2.5208,3.9081632653061225,2.2857142857142856,0.2650130548302872,0,0,1,0
6363,1.0,-117.98,34.13,29.0,2110.0,460.0,1890.0,448.0,3.6806,4.709821428571429,4.21875,0.21800947867298578,1,0,0,0
20181,1.0,-119.32,34.35,16.0,52.0,16.0,51.0,15.0,2.475,3.466666666666667,3.4,0.3076923076923077,0,0,0,1
12490,1.0,-121.47,38.57,39.0,1360.0,368.0,589.0,338.0,2.1691,4.023668639053255,1.742603550295858,0.27058823529411763,1,0,0,0
3863,1.0,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,4.083606557377049,1.8336065573770493,0.2725812926535528,0,0,0,0
11211,1.0,-117.91,33.82,32.0,2696.0,640.0,2330.0,626.0,2.9479,4.306709265175719,3.7220447284345046,0.23738872403560832,0,0,0,0
13138,1.0,-121.44,38.46,10.0,4446.0,897.0,2499.0,884.0,3.5461,5.029411764705882,2.826923076923077,0.20175438596491227,1,0,0,0
215,1.0,-122.22,37.79,38.0,3049.0,711.0,2167.0,659.0,2.7969,4.626707132018209,3.2883156297420335,0.23319121023286324,0,0,1,0
18726,1.0,-122.3,40.58,19.0,1043.0,204.0,505.0,183.0,1.6033,5.699453551912568,2.759562841530055,0.1955896452540748,1,0,0,0
16578,1.0,-121.43,37.74,52.0,876.0,170.0,426.0,179.0,3.0865,4.893854748603352,2.3798882681564244,0.19406392694063926,1,0,0,0
1476,1.0,-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,4.203463203463204,2.4603174603174605,0.2481977342945417,0,0,1,0
9809,1.0,-121.95,36.59,22.0,3553.0,530.0,1108.0,441.0,5.8505,8.056689342403628,2.512471655328798,0.14916971573318322,0,0,0,1
19072,1.0,-122.49,38.32,30.0,1631.0,284.0,788.0,284.0,3.3098,5.742957746478873,2.7746478873239435,0.1741263028816677,0,0,0,0
7938,1.0,-118.11,33.86,33.0,2389.0,410.0,1229.0,393.0,5.3889,6.078880407124682,3.127226463104326,0.17161992465466722,0,0,0,0
2609,1.0,-124.01,40.89,28.0,1470.0,336.0,811.0,314.0,2.4559,4.681528662420382,2.582802547770701,0.22857142857142856,0,0,0,0
18364,1.0,-122.12,37.29,11.0,436.0,70.0,212.0,75.0,8.6196,5.8133333333333335,2.8266666666666667,0.16055045871559634,0,0,0,0
17140,1.0,-122.17,37.45,33.0,1828.0,396.0,766.0,378.0,4.4531,4.835978835978836,2.0264550264550265,0.21663019693654267,0,0,1,0
18721,1.0,-122.39,40.64,13.0,3604.0,704.0,1598.0,670.0,2.4141,5.37910447761194,2.3850746268656717,0.195338512763596,1,0,0,0
16107,1.0,-122.5,37.75,44.0,1739.0,343.0,872.0,330.0,2.9632,5.2696969696969695,2.6424242424242426,0.19723979298447383,0,0,0,1
8147,1.0,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,5.681818181818182,2.715909090909091,0.1715,0,0,0,0
16693,1.0,-120.61,35.11,11.0,3733.0,831.0,1839.0,739.0,3.3062,5.051420838971583,2.4884979702300405,0.22260916153227966,0,0,0,0
3379,1.0,-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5.0234,5.774941995359629,2.8190255220417635,0.18240257131378063,0,0,0,0
13250,1.0,-117.63,34.11,30.0,2674.0,428.0,1404.0,456.0,4.2969,5.864035087719298,3.0789473684210527,0.1600598354525056,1,0,0,0
13477,1.0,-117.39,34.07,15.0,1966.0,331.0,1118.0,323.0,3.8558,6.086687306501548,3.461300309597523,0.1683621566632757,1,0,0,0
19783,1.0,-122.93,40.78,20.0,3758.0,798.0,1685.0,757.0,2.3667,4.964332892998679,2.225891677675033,0.2123469930814263,1,0,0,0
5283,1.0,-118.46,34.06,20.0,5448.0,1532.0,2202.0,1442.0,4.2554,3.778085991678225,1.5270457697642164,0.2812041116005874,0,0,0,0
5182,1.0,-118.25,33.94,37.0,1002.0,270.0,1092.0,273.0,1.6333,3.67032967032967,4.0,0.2694610778443114,0,0,0,0
6004,1.0,-117.77,34.07,36.0,2922.0,652.0,2392.0,629.0,2.8661,4.645468998410175,3.8028616852146264,0.22313483915126625,1,0,0,0
17329,1.0,-120.11,34.62,16.0,2943.0,394.0,959.0,359.0,6.2094,8.197771587743732,2.671309192200557,0.13387699626231736,0,0,0,1
6238,1.0,-117.97,34.05,33.0,1452.0,268.0,1274.0,278.0,3.6563,5.223021582733813,4.58273381294964,0.18457300275482094,0,0,0,0
2461,1.0,-119.69,36.46,29.0,1702.0,301.0,914.0,280.0,2.8125,6.078571428571428,3.2642857142857142,0.17685076380728554,1,0,0,0
12239,1.0,-116.93,33.73,13.0,3603.0,573.0,1644.0,515.0,4.0433,6.996116504854369,3.1922330097087377,0.15903413821815154,1,0,0,0
5225,1.0,-118.25,33.93,40.0,975.0,270.0,1068.0,270.0,0.9889,3.611111111111111,3.9555555555555557,0.27692307692307694,0,0,0,0
819,1.0,-122.07,37.63,35.0,1931.0,376.0,1175.0,337.0,3.7292,5.729970326409496,3.486646884272997,0.19471776281719316,0,0,1,0
8393,1.0,-118.36,33.96,17.0,3431.0,934.0,2365.0,810.0,3.0393,4.235802469135803,2.919753086419753,0.27222384144564266,0,0,0,0
9025,1.0,-118.74,34.05,19.0,3487.0,686.0,2782.0,584.0,7.9184,5.970890410958904,4.763698630136986,0.1967307140808718,0,0,0,1
2509,1.0,-120.69,36.84,18.0,902.0,195.0,771.0,174.0,2.2083,5.183908045977011,4.431034482758621,0.21618625277161863,1,0,0,0
11763,1.0,-121.28,38.73,6.0,4223.0,672.0,1747.0,631.0,5.419,6.692551505546751,2.768621236133122,0.1591285815770779,1,0,0,0
13492,1.0,-117.4,34.04,17.0,1906.0,334.0,1550.0,338.0,3.025,5.6390532544378695,4.585798816568047,0.17523609653725078,1,0,0,0
14863,1.0,-117.08,32.65,28.0,2296.0,603.0,1277.0,550.0,2.3562,4.174545454545455,2.321818181818182,0.2626306620209059,0,0,0,1
3269,1.0,-122.94,39.1,18.0,681.0,120.0,272.0,105.0,2.8906,6.485714285714286,2.5904761904761906,0.1762114537444934,1,0,0,0
20589,1.0,-121.59,39.15,48.0,1783.0,399.0,938.0,374.0,1.6652,4.767379679144385,2.5080213903743314,0.2237801458216489,1,0,0,0
8772,1.0,-118.34,33.8,33.0,2194.0,469.0,987.0,397.0,5.0951,5.526448362720403,2.486146095717884,0.2137648131267092,0,0,0,0
14532,1.0,-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,4.9375,5.888213851761847,3.3985419198055893,0.17024349979364425,0,0,0,0
5968,1.0,-117.83,34.1,18.0,11026.0,1978.0,5407.0,1923.0,4.075,5.733749349973999,2.811752470098804,0.17939415925993107,1,0,0,0
20194,1.0,-119.22,34.26,16.0,2596.0,625.0,1403.0,562.0,3.4018,4.619217081850533,2.49644128113879,0.24075500770416025,0,0,0,1
13085,1.0,-121.35,38.56,16.0,2629.0,491.0,1265.0,485.0,4.5066,5.420618556701031,2.6082474226804124,0.18676302776721188,1,0,0,0
10949,1.0,-117.87,33.75,18.0,697.0,255.0,812.0,221.0,2.6635,3.1538461538461537,3.67420814479638,0.36585365853658536,0,0,0,0
5303,1.0,-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,6.169533169533169,1.9852579852579852,0.1816009557945042,0,0,0,0
14950,1.0,-116.95,32.74,7.0,2722.0,578.0,1429.0,574.0,3.9583,4.7421602787456445,2.489547038327526,0.21234386480529022,0,0,0,0
7292,1.0,-118.22,33.98,34.0,2225.0,753.0,2980.0,736.0,1.6685,3.0230978260869565,4.048913043478261,0.3384269662921348,0,0,0,0
11024,1.0,-117.83,33.79,29.0,1454.0,236.0,724.0,262.0,4.8542,5.549618320610687,2.763358778625954,0.1623108665749656,0,0,0,0
8055,1.0,-118.18,33.85,44.0,1890.0,465.0,1378.0,430.0,3.8819,4.395348837209302,3.2046511627906975,0.24603174603174602,0,0,0,0
11144,1.0,-117.94,33.84,28.0,604.0,207.0,615.0,212.0,3.6214,2.849056603773585,2.900943396226415,0.34271523178807944,0,0,0,0
3500,1.0,-118.46,34.27,30.0,1576.0,282.0,1004.0,284.0,4.8015,5.549295774647887,3.535211267605634,0.17893401015228427,0,0,0,0
4761,1.0,-118.35,34.04,49.0,1104.0,266.0,668.0,297.0,3.0856,3.717171717171717,2.249158249158249,0.24094202898550723,0,0,0,0
5262,1.0,-118.52,34.05,45.0,1814.0,325.0,709.0,311.0,4.825,5.832797427652733,2.279742765273312,0.17916207276736493,0,0,0,0
9751,1.0,-121.7,36.6,19.0,3562.0,530.0,1607.0,505.0,5.0162,7.0534653465346535,3.1821782178217823,0.14879281302638966,0,0,0,0
1919,1.0,-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,5.276073619631902,2.607361963190184,0.2005813953488372,1,0,0,0
8277,1.0,-118.16,33.78,52.0,3248.0,853.0,1819.0,815.0,3.1739,3.985276073619632,2.2319018404907975,0.2626231527093596,0,0,0,1
197,1.0,-122.22,37.77,52.0,1137.0,301.0,866.0,259.0,2.59,4.38996138996139,3.3436293436293436,0.2647317502198769,0,0,1,0
11316,1.0,-117.97,33.77,25.0,1295.0,417.0,856.0,342.0,2.7157,3.7865497076023393,2.502923976608187,0.322007722007722,0,0,0,0
13636,1.0,-117.32,34.09,30.0,1129.0,251.0,1034.0,237.0,2.3917,4.763713080168777,4.362869198312236,0.22232063773250665,1,0,0,0
18469,1.0,-121.6,37.13,14.0,9483.0,1361.0,4108.0,1281.0,7.5,7.402810304449648,3.2068696330991413,0.1435199831277022,0,0,0,0
10506,1.0,-117.68,33.55,5.0,2262.0,427.0,1016.0,402.0,6.065,5.626865671641791,2.527363184079602,0.1887709991158267,0,0,0,0
945,1.0,-122.0,37.51,7.0,6352.0,1390.0,3223.0,1316.0,4.9867,4.826747720364741,2.4490881458966567,0.2188287153652393,0,0,0,0
3797,1.0,-118.37,34.16,17.0,4150.0,1148.0,1808.0,1041.0,3.5051,3.9865513928914504,1.7367915465898174,0.2766265060240964,0,0,0,0
14890,1.0,-117.09,32.61,21.0,1945.0,430.0,1335.0,419.0,3.6467,4.64200477326969,3.1861575178997614,0.2210796915167095,0,0,0,1
6467,1.0,-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,5.1514423076923075,2.6610576923076925,0.1992533831077928,1,0,0,0
2009,1.0,-119.82,36.72,25.0,2581.0,528.0,1642.0,509.0,1.6435,5.070726915520629,3.225933202357564,0.20457187136768695,1,0,0,0
10861,1.0,-117.87,33.7,17.0,3216.0,607.0,1916.0,618.0,4.9153,5.203883495145631,3.100323624595469,0.18874378109452736,0,0,0,0
6117,1.0,-117.9,34.12,35.0,957.0,194.0,804.0,221.0,3.3322,4.330316742081448,3.6380090497737556,0.2027168234064786,0,0,0,0
12218,1.0,-117.23,33.57,6.0,13724.0,2269.0,5860.0,1986.0,3.9617,6.910372608257805,2.9506545820745216,0.16533080734479744,0,0,0,0
13219,1.0,-117.69,34.0,28.0,707.0,154.0,561.0,129.0,2.5781,5.48062015503876,4.348837209302325,0.21782178217821782,1,0,0,0
19196,1.0,-122.7,38.44,45.0,883.0,202.0,401.0,194.0,3.2845,4.551546391752577,2.0670103092783507,0.2287655719139298,0,0,0,0
4679,1.0,-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,5.959558823529412,2.161764705882353,0.17520049352251696,0,0,0,0
17179,1.0,-122.44,37.52,16.0,7077.0,1179.0,3502.0,1148.0,5.9919,6.164634146341464,3.0505226480836236,0.1665960152607037,0,0,0,1
5454,1.0,-118.46,34.0,36.0,1392.0,260.0,679.0,247.0,4.7344,5.635627530364372,2.748987854251012,0.1867816091954023,0,0,0,0
17792,1.0,-121.82,37.36,33.0,1624.0,337.0,1412.0,323.0,4.0385,5.027863777089784,4.371517027863777,0.20751231527093597,0,0,0,0
4577,1.0,-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2.2552,2.4292929292929295,2.8106060606060606,0.4812889812889813,0,0,0,0
12925,1.0,-121.3,38.66,21.0,3824.0,634.0,1818.0,600.0,3.712,6.373333333333333,3.03,0.16579497907949792,1,0,0,0
16138,1.0,-122.46,37.78,52.0,4140.0,984.0,2030.0,892.0,3.4236,4.641255605381166,2.2757847533632285,0.23768115942028986,0,0,1,0
1888,1.0,-119.98,38.92,28.0,1408.0,312.0,522.0,221.0,2.0708,6.3710407239819,2.3619909502262444,0.2215909090909091,1,0,0,0
15543,1.0,-117.07,33.07,8.0,2756.0,343.0,1045.0,340.0,8.5957,8.105882352941176,3.073529411764706,0.12445573294629898,0,0,0,0
3180,1.0,-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,3.1667,4.784386617100372,2.7397769516728623,0.2261072261072261,1,0,0,0
16384,1.0,-121.28,38.02,8.0,1868.0,392.0,1258.0,389.0,3.175,4.802056555269923,3.2339331619537277,0.20985010706638116,1,0,0,0
12815,1.0,-121.5,38.61,5.0,1395.0,373.0,638.0,322.0,2.6745,4.332298136645963,1.9813664596273293,0.26738351254480286,1,0,0,0
14117,1.0,-117.11,32.73,34.0,1096.0,221.0,574.0,223.0,3.8355,4.914798206278027,2.5739910313901344,0.20164233576642335,0,0,0,1
8618,1.0,-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,6.200585651537335,2.6325036603221084,0.17355371900826447,0,0,0,0
10921,1.0,-117.9,33.73,32.0,2930.0,833.0,5116.0,854.0,3.7147,3.430913348946136,5.990632318501171,0.2843003412969283,0,0,0,0
19516,1.0,-121.01,37.64,52.0,201.0,35.0,74.0,22.0,1.3036,9.136363636363637,3.3636363636363638,0.17412935323383086,1,0,0,0
1348,1.0,-121.93,38.01,9.0,2294.0,389.0,1142.0,365.0,5.3363,6.284931506849315,3.128767123287671,0.16957279860505667,1,0,0,0
13642,1.0,-117.33,34.06,42.0,530.0,123.0,390.0,124.0,1.0469,4.274193548387097,3.1451612903225805,0.2320754716981132,1,0,0,0
10093,1.0,-117.96,33.93,29.0,2316.0,522.0,1275.0,501.0,3.776,4.622754491017964,2.5449101796407185,0.22538860103626943,0,0,0,0
18502,1.0,-121.37,37.06,25.0,474.0,92.0,300.0,104.0,3.8062,4.5576923076923075,2.8846153846153846,0.1940928270042194,1,0,0,0
14692,1.0,-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,3.5700416088765605,1.565880721220527,0.29953379953379955,0,0,0,1
10047,1.0,-120.99,39.2,15.0,2993.0,562.0,1296.0,518.0,3.3009,5.777992277992278,2.501930501930502,0.18777146675576345,1,0,0,0
15943,1.0,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667,5.422718808193668,3.7039106145251397,0.1929945054945055,0,0,1,0
8079,1.0,-118.2,33.82,43.0,1758.0,347.0,954.0,312.0,5.2606,5.634615384615385,3.0576923076923075,0.19738339021615472,0,0,0,1
14187,1.0,-117.06,32.71,21.0,1864.0,388.0,1498.0,389.0,3.8194,4.791773778920309,3.8508997429305913,0.20815450643776823,0,0,0,1
10060,1.0,-121.06,39.25,17.0,3127.0,539.0,1390.0,520.0,3.9537,6.013461538461539,2.673076923076923,0.17236968340262232,1,0,0,0
