,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,out_prncp,tot_cur_bal,bc_util,inq_last_6mths,pct_tl_nvr_dlq,total_acc,acc_now_delinq,tot_coll_amt,loan_length,term_num,weights,outcome,cr_hist,train
16752,8986175,35000.0,35000.0, 60 months,18.55,899.28,D,10+ years,MORTGAGE,100000.0,Verified,2013-11-01,debt_consolidation,32.28,0.0,1993-11-01,18.0,0.0,117811.0,59.5,0.0,425947.0,75.7,2.0,100.0,41.0,0.0,0.0,15.934618780673114,60,3,True,240.00492823261257,False
101305,4556545,5000.0,5000.0, 36 months,17.77,180.19,D,5 years,RENT,53000.0,Verified,2013-05-01,debt_consolidation,13.4,0.0,1998-11-01,16.0,0.0,4746.0,81.8,0.0,49624.0,112.6,0.0,100.0,22.0,0.0,0.0,15.014682026324977,36,1,False,173.96661122404979,True
124276,3300020,12000.0,12000.0, 36 months,11.14,393.67,B,2 years,RENT,85000.0,Not Verified,2013-02-01,credit_card,13.96,0.0,1998-03-01,6.0,0.0,14748.0,83.8,0.0,38448.0,91.8,1.0,100.0,15.0,0.0,0.0,7.950881948294626,36,1,False,179.09197314113226,True
286369,23824455,25000.0,25000.0, 36 months,14.99,866.52,C,10+ years,MORTGAGE,73000.0,Source Verified,2014-08-01,debt_consolidation,18.02,0.0,2003-08-01,25.0,1.0,23168.0,51.3,0.0,244556.0,45.4,2.0,100.0,38.0,0.0,0.0,17.018829955440562,36,3,True,132.01092424895788,True
421901,10084755,28000.0,28000.0, 36 months,8.9,889.09,A,1 year,MORTGAGE,152000.0,Verified,2014-01-01,debt_consolidation,14.58,0.0,2001-04-01,17.0,0.0,32953.0,65.4,0.0,260985.0,77.2,0.0,100.0,33.0,0.0,0.0,25.002566787819053,36,1,False,153.03805006262962,False
113979,3725546,12000.0,12000.0, 36 months,11.14,393.67,B,4 years,RENT,53000.0,Source Verified,2013-03-01,debt_consolidation,12.91,0.0,1996-08-01,7.0,0.0,16105.0,58.8,0.0,16105.0,67.8,0.0,95.0,20.0,0.0,0.0,36.008952955912854,36,1,False,198.96917801186882,True
316531,20088020,10000.0,10000.0, 36 months,13.35,338.63,C,8 years,MORTGAGE,69500.0,Not Verified,2014-07-01,debt_consolidation,15.25,0.0,2007-01-01,9.0,0.0,7115.0,79.9,0.0,74168.0,96.7,0.0,100.0,11.0,0.0,0.0,11.006386168093801,36,3,True,89.9566726216144,True
220528,33271567,6250.0,6250.0, 36 months,14.49,215.11,C,2 years,RENT,36000.0,Source Verified,2014-11-01,debt_consolidation,15.43,0.0,2006-05-01,5.0,0.0,1857.0,84.4,0.0,9208.0,95.0,0.0,85.7,14.0,0.0,0.0,15.014682026324977,36,1,False,102.04726996447566,True
279280,24746069,13000.0,13000.0, 36 months,13.98,444.19,C,3 years,RENT,46000.0,Source Verified,2014-08-01,debt_consolidation,31.07,0.0,1998-09-01,16.0,0.0,10188.0,79.6,0.0,90484.0,90.2,0.0,97.8,49.0,0.0,0.0,6.965235425778763,36,3,True,190.98544117949035,True
55731,6906215,7125.0,7125.0, 36 months,15.22,247.76,C,10+ years,RENT,35000.0,Verified,2013-09-01,debt_consolidation,25.71,0.0,1984-04-01,11.0,1.0,7292.0,40.5,0.0,31168.0,45.0,2.0,100.0,18.0,0.0,709.0,11.992032690609664,36,1,False,353.02572948109815,False
124453,3298805,10000.0,10000.0, 36 months,13.11,337.47,B,4 years,RENT,40000.0,Not Verified,2013-02-01,credit_card,26.25,0.0,1984-02-01,12.0,0.0,8923.0,48.5,0.0,50554.0,67.8,0.0,83.0,25.0,0.0,0.0,35.97609807182899,36,1,False,348.03178710035115,True
85255,4529107,18000.0,18000.0, 60 months,15.31,431.16,C,2 years,MORTGAGE,85000.0,Verified,2013-06-01,debt_consolidation,9.18,0.0,1993-12-01,8.0,0.0,21416.0,93.1,0.0,281040.0,95.2,0.0,100.0,22.0,0.0,0.0,22.965563974619602,60,3,True,233.99248444526583,True
110840,3927290,18000.0,18000.0, 36 months,12.12,598.89,B,10+ years,MORTGAGE,57000.0,Verified,2013-04-01,credit_card,23.56,1.0,1999-11-01,14.0,0.0,27041.0,83.2,0.0,255516.0,78.6,0.0,88.0,18.0,0.0,50.0,22.045627220271463,36,3,True,160.98893201092426,True
152180,1568038,6500.0,6500.0, 36 months,12.12,216.27,B,5 years,RENT,30000.0,Not Verified,2012-10-01,debt_consolidation,18.92,0.0,2006-04-01,9.0,0.0,6557.0,52.9,0.0,21631.0,92.7,2.0,100.0,16.0,0.0,0.0,13.010534097209389,36,3,True,78.03034969917246,True
265730,27200283,20000.0,20000.0, 60 months,9.17,416.82,B,1 year,RENT,115000.0,Source Verified,2014-09-01,debt_consolidation,23.72,0.0,2002-07-01,18.0,0.0,120333.0,68.8,0.0,297129.0,73.4,1.0,100.0,27.0,0.0,0.0,9.955029877410214,60,3,True,146.039959752767,True
39734,7638208,4500.0,4500.0, 36 months,20.2,167.7,D,2 years,RENT,32526.0,Verified,2013-10-01,debt_consolidation,11.1,0.0,1999-02-01,8.0,1.0,5958.0,48.4,0.0,10054.0,46.7,2.0,100.0,25.0,0.0,0.0,6.965235425778763,36,1,False,175.97075915316537,False
48746,7071395,35000.0,35000.0, 36 months,11.55,1155.0,B,< 1 year,MORTGAGE,90000.0,Source Verified,2013-09-01,debt_consolidation,13.4,0.0,1978-05-01,14.0,0.0,35992.0,54.0,0.0,229681.0,69.6,0.0,100.0,22.0,0.0,0.0,12.977679213125526,36,3,True,424.057988870408,True
105553,3921515,7725.0,7725.0, 36 months,19.05,283.37,D,5 years,RENT,27248.0,Verified,2013-04-01,home_improvement,23.43,0.0,2002-05-01,12.0,0.0,18053.0,61.6,0.0,18053.0,87.8,2.0,100.0,13.0,0.0,0.0,29.99650916856609,36,3,True,131.02527772644203,False
262707,27531883,12500.0,12500.0, 36 months,18.24,453.42,D,< 1 year,RENT,65000.0,Verified,2014-09-01,debt_consolidation,13.9,0.0,2004-03-01,10.0,0.0,16429.0,97.8,0.0,22113.0,98.9,1.0,100.0,18.0,0.0,0.0,12.977679213125526,36,3,True,126.03133534569498,True
357420,12397953,21450.0,21450.0, 36 months,15.31,746.84,C,10+ years,RENT,73194.0,Source Verified,2014-04-01,debt_consolidation,25.1,0.0,1999-03-01,21.0,0.0,18651.0,58.5,0.0,85029.0,76.8,1.0,100.0,43.0,0.0,0.0,2.9897944516314503,36,1,False,181.03041130208013,True
192050,37087165,10000.0,10000.0, 36 months,12.39,334.01,C,3 years,RENT,55400.0,Not Verified,2014-12-01,moving,19.99,0.0,2006-05-01,19.0,0.0,494.0,3.1,0.0,39335.0,0.0,1.0,100.0,25.0,0.0,0.0,2.9569395675475882,36,1,False,103.03291648699152,False
361100,14610041,14000.0,14000.0, 60 months,15.61,337.56,C,10+ years,MORTGAGE,83000.0,Verified,2014-04-01,debt_consolidation,23.05,1.0,2001-11-01,17.0,0.0,9971.0,32.0,0.0,203829.0,50.4,2.0,94.4,38.0,0.0,1330.0,20.008624407072013,60,3,True,148.96404443623072,True
121065,3368405,26750.0,26750.0, 60 months,15.31,640.75,C,10+ years,MORTGAGE,75000.0,Source Verified,2013-02-01,credit_card,28.89,0.0,1999-03-01,19.0,0.0,35506.0,44.4,0.0,203821.0,69.7,1.0,100.0,30.0,0.0,0.0,24.904002135567467,60,1,False,167.0999404505226,False
104302,4094705,17200.0,17200.0, 36 months,13.11,580.45,B,10+ years,MORTGAGE,86076.0,Verified,2013-04-01,debt_consolidation,19.28,0.0,1984-08-01,6.0,0.0,108362.0,99.5,0.0,369499.0,99.9,2.0,92.0,14.0,0.0,0.0,11.992032690609664,36,3,True,343.9906363580361,True
113565,3727602,18000.0,18000.0, 36 months,11.14,590.5,B,6 years,RENT,83000.0,Verified,2013-03-01,debt_consolidation,26.08,0.0,2001-10-01,12.0,0.0,23342.0,73.6,0.0,43339.0,82.7,0.0,91.0,25.0,0.0,0.0,10.0535945296618,36,3,True,136.97201174562105,True
62759,732796,24000.0,24000.0, 36 months,6.62,736.89,A,6 years,MORTGAGE,80000.0,Verified,2013-08-01,debt_consolidation,25.66,0.0,1995-12-01,17.0,0.0,35962.0,41.0,0.0,66172.0,42.4,0.0,100.0,27.0,0.0,0.0,29.010862646050228,36,1,False,212.01256699316207,False
349247,16131284,26000.0,26000.0, 60 months,16.29,636.29,D,10+ years,MORTGAGE,100000.0,Not Verified,2014-05-01,debt_consolidation,32.47,0.0,1996-06-01,19.0,0.0,27031.0,73.5,0.0,545590.0,98.4,0.0,98.1,52.0,0.0,0.0,9.987884761494076,60,1,False,214.96950656070968,True
109640,4034569,28000.0,28000.0, 36 months,11.14,918.55,B,,RENT,100000.0,Source Verified,2013-04-01,debt_consolidation,11.26,0.0,1995-04-01,14.0,1.0,33756.0,52.3,0.0,51474.0,62.9,0.0,100.0,21.0,0.0,0.0,36.008952955912854,36,1,False,216.02086285139325,True
191462,37227633,35000.0,35000.0, 36 months,14.31,1201.5,C,10+ years,MORTGAGE,275000.0,Source Verified,2014-12-01,credit_card,15.92,2.0,2004-04-01,13.0,1.0,44114.0,61.7,0.0,398427.0,67.1,1.0,91.7,36.0,0.0,0.0,1.0185014065997249,36,1,False,128.0026283907267,False
210311,34643476,12000.0,12000.0, 36 months,6.03,365.23,A,10+ years,MORTGAGE,70000.0,Not Verified,2014-11-01,debt_consolidation,5.09,0.0,1991-09-01,10.0,0.0,12622.0,28.9,0.0,121896.0,32.4,1.0,100.0,28.0,0.0,0.0,6.965235425778763,36,1,False,278.018029117641,False
154153,1548344,20000.0,20000.0, 36 months,18.75,730.6,D,7 years,MORTGAGE,56000.0,Source Verified,2012-09-01,debt_consolidation,18.19,0.0,2001-02-01,13.0,0.0,17836.0,87.0,0.0,259776.0,85.2,0.0,84.0,27.0,0.0,0.0,29.010862646050228,36,3,True,138.97615967473664,False
1078,10147996,7000.0,7000.0, 36 months,13.53,237.65,B,1 year,MORTGAGE,150000.0,Verified,2013-12-01,vacation,15.25,0.0,1998-04-01,7.0,0.0,36924.0,94.7,0.0,488157.0,95.3,0.0,95.8,24.0,0.0,0.0,5.979588903262901,36,1,False,188.02850161194274,False
419096,10163346,24000.0,24000.0, 60 months,16.99,596.34,D,5 years,MORTGAGE,135000.0,Verified,2014-01-01,debt_consolidation,18.24,0.0,2000-08-01,17.0,0.0,26421.0,71.2,0.0,376896.0,86.8,0.0,100.0,44.0,0.0,0.0,18.957268116388427,60,1,False,161.02178689500812,True
383906,12846938,12000.0,12000.0, 60 months,16.59,295.6,D,10+ years,RENT,80000.0,Source Verified,2014-03-01,debt_consolidation,28.64,1.0,1992-04-01,8.0,0.0,29507.0,90.5,0.0,85768.0,93.4,0.0,96.3,27.0,0.0,0.0,16.000328548840837,60,1,False,262.97049220723216,True
75181,6185968,8000.0,8000.0, 36 months,15.22,278.19,C,10+ years,OWN,140000.0,Not Verified,2013-07-01,debt_consolidation,5.39,0.0,1989-07-01,12.0,0.0,9889.0,30.3,0.0,18925.0,24.5,0.0,84.0,40.0,0.0,0.0,13.010534097209389,36,1,False,288.0059138791351,True
98294,4528860,14550.0,14550.0, 60 months,14.33,341.05,C,10+ years,RENT,78000.0,Source Verified,2013-05-01,credit_card,13.89,0.0,1985-09-01,9.0,0.0,18985.0,56.0,0.0,402279.0,66.0,2.0,90.0,22.0,0.0,0.0,23.984065381219327,60,3,True,331.9657487833426,True
153782,1552222,8000.0,8000.0, 36 months,17.27,286.3,C,2 years,MORTGAGE,124000.0,Not Verified,2012-09-01,credit_card,12.66,0.0,2000-08-01,19.0,0.0,25568.0,56.8,0.0,213036.0,88.1,2.0,96.0,26.0,0.0,0.0,9.955029877410214,36,1,False,145.02145834616726,True
382421,12935752,13825.0,13825.0, 60 months,25.8,412.3,G,,RENT,50000.0,Verified,2014-03-01,other,26.04,0.0,1984-05-01,8.0,0.0,5161.0,41.3,0.0,40540.0,57.3,1.0,93.7,16.0,0.0,155.0,19.022977884556152,60,1,False,357.98681697776135,False
417310,10645252,25000.0,25000.0, 60 months,19.97,661.93,D,,MORTGAGE,78000.0,Verified,2014-01-01,debt_consolidation,18.52,0.0,1987-04-01,15.0,0.0,15607.0,58.3,0.0,165960.0,82.6,2.0,96.4,29.0,0.0,0.0,3.942586090063451,60,1,False,321.05792726750036,True
89577,5615893,20000.0,20000.0, 36 months,14.33,686.77,C,< 1 year,MORTGAGE,80000.0,Source Verified,2013-06-01,credit_card,18.73,0.0,1987-07-01,15.0,0.0,21230.0,79.5,0.0,34920.0,84.6,0.0,100.0,32.0,0.0,0.0,23.984065381219327,36,3,True,311.03718762192244,True
200256,35893822,20000.0,20000.0, 60 months,12.99,454.96,C,4 years,MORTGAGE,96000.0,Source Verified,2014-11-01,debt_consolidation,14.95,0.0,1990-05-01,8.0,0.0,16070.0,81.2,0.0,422446.0,90.6,0.0,83.3,18.0,0.0,0.0,9.987884761494076,60,3,True,294.0512125505657,False
338886,16171668,12500.0,12500.0, 60 months,15.61,301.4,D,6 years,RENT,56400.0,Not Verified,2014-05-01,credit_card,16.82,4.0,1995-02-01,18.0,0.0,3247.0,9.8,0.0,111819.0,9.7,1.0,89.7,39.0,0.0,0.0,18.037331362040288,60,1,False,230.93698022546664,True
123360,3294171,15175.0,15175.0, 36 months,13.11,512.12,B,7 years,RENT,70000.0,Not Verified,2013-02-01,credit_card,22.08,0.0,1989-11-01,20.0,0.0,15608.0,31.0,0.0,48366.0,37.6,3.0,100.0,36.0,0.0,0.0,28.912297993798642,36,1,False,279.03653052424073,True
300567,21510582,11000.0,11000.0, 60 months,22.15,304.75,E,5 years,RENT,38000.0,Source Verified,2014-07-01,debt_consolidation,25.68,0.0,2001-08-01,7.0,0.0,5987.0,52.5,0.0,31532.0,85.9,0.0,95.7,23.0,0.0,0.0,17.018829955440562,60,3,True,154.9764882235775,True
59279,6626785,18425.0,18425.0, 36 months,10.64,600.08,B,3 years,RENT,62467.0,Source Verified,2013-08-01,debt_consolidation,25.66,0.0,2003-12-01,13.0,0.0,10290.0,36.6,0.0,75838.0,47.7,0.0,100.0,33.0,0.0,0.0,18.957268116388427,36,1,False,116.01059570011705,False
225420,32520163,13750.0,13750.0, 60 months,13.35,315.33,C,10+ years,RENT,50000.0,Verified,2014-10-01,debt_consolidation,18.36,0.0,1995-05-01,18.0,0.0,6346.0,18.8,0.0,23281.0,29.4,1.0,100.0,42.0,0.0,0.0,15.014682026324977,60,3,True,233.0396928068338,True
366263,14397933,31500.0,31500.0, 60 months,13.65,727.25,C,2 years,MORTGAGE,94000.0,Verified,2014-04-01,credit_card,22.93,0.0,2001-11-01,16.0,0.0,15174.0,28.3,0.0,101892.0,27.8,2.0,100.0,32.0,0.0,1650.0,18.004476477956427,60,3,True,148.96404443623072,True
417262,8775108,24000.0,24000.0, 36 months,10.99,785.62,B,7 years,MORTGAGE,180000.0,Verified,2014-01-01,debt_consolidation,12.39,0.0,1993-06-01,18.0,0.0,111012.0,75.7,0.0,902491.0,80.8,1.0,100.0,41.0,0.0,0.0,9.987884761494076,36,1,False,247.03587342655908,False
30011,6156083,5300.0,5300.0, 36 months,16.2,186.86,C,10+ years,RENT,60000.0,Not Verified,2013-10-01,debt_consolidation,20.96,0.0,1994-03-01,8.0,0.0,2322.0,38.7,0.0,23752.0,61.8,0.0,100.0,14.0,0.0,0.0,22.998418858703463,36,1,False,235.0438407359494,True
131583,2964606,20000.0,20000.0, 60 months,10.16,426.52,B,10+ years,MORTGAGE,96000.0,Verified,2013-01-01,debt_consolidation,18.19,0.0,1996-10-01,17.0,0.0,16579.0,67.7,0.0,431520.0,67.7,0.0,93.0,42.0,0.0,0.0,29.930799400398364,60,3,True,195.02659192180536,False
74159,6188104,14000.0,14000.0, 36 months,9.71,449.84,B,10+ years,MORTGAGE,120000.0,Source Verified,2013-07-01,credit_card,17.75,0.0,1988-07-01,14.0,0.0,36182.0,74.9,0.0,112403.0,83.2,0.0,95.0,22.0,0.0,0.0,22.998418858703463,36,1,False,299.9979465697448,True
137142,2378803,7600.0,7600.0, 36 months,14.09,260.09,B,7 years,MORTGAGE,52000.0,Source Verified,2012-12-01,credit_card,16.5,1.0,2003-09-01,7.0,0.0,6781.0,90.4,0.0,135179.0,90.4,3.0,85.0,14.0,0.0,0.0,17.971621593872563,36,1,False,111.01665331937001,False
160495,1472270,35000.0,35000.0, 60 months,23.28,992.31,F,5 years,MORTGAGE,158000.0,Verified,2012-08-01,other,25.97,0.0,1997-09-01,13.0,0.0,80062.0,95.9,0.0,646356.0,97.2,0.0,96.0,26.0,0.0,0.0,10.973531284009939,60,3,True,178.99340848888068,False
35247,7706588,9450.0,9450.0, 36 months,15.61,330.42,C,2 years,RENT,46000.0,Source Verified,2013-10-01,credit_card,18.99,0.0,2007-11-01,5.0,0.0,5664.0,50.1,0.0,36805.0,39.3,0.0,100.0,9.0,0.0,0.0,4.9610874966631755,36,3,True,70.99940450522598,True
99381,4568668,6625.0,6625.0, 36 months,11.14,217.34,B,7 years,MORTGAGE,55000.0,Verified,2013-05-01,home_improvement,14.01,1.0,1997-08-01,5.0,1.0,7234.0,80.4,0.0,318154.0,91.6,1.0,90.0,11.0,0.0,0.0,23.984065381219327,36,1,False,188.98129325037476,True
393679,12465869,14000.0,14000.0, 60 months,14.16,326.92,C,9 years,MORTGAGE,75000.0,Source Verified,2014-02-01,debt_consolidation,19.19,0.0,2002-10-01,11.0,0.0,34677.0,48.4,0.0,202987.0,48.4,0.0,100.0,20.0,0.0,0.0,19.94291463890429,60,3,True,136.05207499127292,True
203588,35156315,9000.0,9000.0, 36 months,18.54,327.82,E,6 years,MORTGAGE,53000.0,Source Verified,2014-12-01,debt_consolidation,10.89,0.0,2000-08-01,10.0,1.0,4859.0,36.8,0.0,131639.0,32.0,3.0,95.5,28.0,0.0,0.0,5.979588903262901,36,3,True,171.99531817901806,True
138879,2294757,22400.0,22400.0, 60 months,12.12,499.64,B,6 years,OWN,90000.0,Verified,2012-12-01,debt_consolidation,17.89,0.0,2000-03-01,11.0,0.0,23877.0,55.8,0.0,363218.0,42.9,0.0,100.0,14.0,0.0,0.0,11.006386168093801,60,3,True,153.03805006262962,True
311776,20448453,16900.0,16900.0, 60 months,14.49,397.54,C,10+ years,MORTGAGE,71895.2,Source Verified,2014-07-01,credit_card,18.98,0.0,1982-11-01,11.0,0.0,22864.0,57.6,0.0,285516.0,70.8,1.0,100.0,26.0,0.0,0.0,1.0185014065997249,60,1,False,379.9667344298651,True
306222,20889500,17125.0,17125.0, 36 months,19.52,632.25,E,10+ years,MORTGAGE,47840.0,Source Verified,2014-07-01,debt_consolidation,24.08,0.0,2002-09-01,7.0,0.0,3920.0,31.9,0.0,35665.0,90.9,0.0,90.0,10.0,0.0,0.0,9.987884761494076,36,3,True,141.9659541263681,True
18693,8976480,1200.0,1200.0, 36 months,17.1,42.85,C,2 years,MORTGAGE,50000.0,Source Verified,2013-12-01,debt_consolidation,7.54,0.0,1993-09-01,8.0,1.0,1775.0,11.8,0.0,172896.0,19.4,1.0,100.0,26.0,0.0,0.0,11.006386168093801,36,1,False,242.99472268424404,False
288363,23853354,10000.0,10000.0, 36 months,9.17,318.79,B,10+ years,RENT,40000.0,Not Verified,2014-08-01,debt_consolidation,20.1,1.0,2005-10-01,10.0,0.0,8200.0,21.5,0.0,20177.0,22.1,1.0,93.3,15.0,0.0,0.0,20.008624407072013,36,1,False,105.9898560545391,True
354104,15560106,12000.0,12000.0, 60 months,15.61,289.34,C,8 years,MORTGAGE,30000.0,Source Verified,2014-05-01,debt_consolidation,17.44,0.0,1999-06-01,14.0,0.0,8340.0,54.9,0.0,85500.0,36.1,0.0,100.0,23.0,0.0,0.0,18.037331362040288,60,3,True,178.99340848888068,True
61051,6735131,6000.0,6000.0, 36 months,18.25,217.67,D,7 years,MORTGAGE,125000.0,Source Verified,2013-08-01,small_business,4.0,0.0,1989-02-01,6.0,0.0,3078.0,48.1,0.0,267101.0,90.5,3.0,100.0,17.0,0.0,0.0,13.010534097209389,36,3,True,293.9526478983141,True
325827,19086072,21000.0,21000.0, 36 months,12.49,702.43,B,5 years,RENT,84000.0,Not Verified,2014-06-01,credit_card,29.06,0.0,1997-04-01,8.0,0.0,49456.0,91.6,0.0,64954.0,98.3,0.0,100.0,12.0,0.0,0.0,17.018829955440562,36,3,True,206.00012320581533,False
96843,5037456,30000.0,30000.0, 36 months,8.9,952.6,A,10+ years,MORTGAGE,118450.0,Verified,2013-05-01,debt_consolidation,27.08,0.0,1983-04-01,21.0,0.0,50629.0,71.0,0.0,481507.0,79.2,0.0,100.0,52.0,0.0,0.0,30.029364052649953,36,1,False,361.00946631347665,True
101707,4537026,10000.0,10000.0, 36 months,7.62,311.62,A,1 year,MORTGAGE,50000.0,Not Verified,2013-05-01,debt_consolidation,13.54,1.0,1997-08-01,8.0,0.0,9213.0,47.5,0.0,200741.0,54.2,0.0,86.0,15.0,0.0,0.0,36.008952955912854,36,1,False,188.98129325037476,True
264893,27620444,21000.0,21000.0, 36 months,11.67,694.2,B,10+ years,MORTGAGE,124000.0,Source Verified,2014-09-01,credit_card,25.76,0.0,1989-05-01,14.0,0.0,43820.0,65.1,0.0,231425.0,64.8,1.0,100.0,35.0,0.0,0.0,5.946734019179039,36,3,True,304.0390973120598,True
41753,7535825,27575.0,27575.0, 60 months,17.1,686.8,C,4 years,RENT,85000.0,Verified,2013-10-01,debt_consolidation,13.75,0.0,1999-06-01,18.0,0.0,24641.0,53.4,0.0,87503.0,84.2,0.0,100.0,32.0,0.0,0.0,19.975769522988152,60,3,True,172.02817306310192,False
264681,27730505,8000.0,8000.0, 36 months,7.12,247.46,A,10+ years,MORTGAGE,100000.0,Verified,2014-09-01,debt_consolidation,3.1,0.0,1997-01-01,7.0,1.0,2085.0,37.2,0.0,215365.0,49.8,0.0,100.0,20.0,0.0,0.0,11.992032690609664,36,1,False,211.9797121090782,True
376225,13097943,28000.0,28000.0, 60 months,12.49,629.8,B,10+ years,MORTGAGE,83603.04,Source Verified,2014-04-01,credit_card,20.11,0.0,2001-05-01,10.0,0.0,20055.0,40.9,0.0,194990.0,42.2,1.0,100.0,20.0,0.0,0.0,22.998418858703463,60,1,False,155.00934310766135,True
281879,22812803,30000.0,30000.0, 36 months,18.99,1099.53,E,2 years,RENT,75000.0,Verified,2014-08-01,medical,9.47,0.0,2009-12-01,10.0,0.0,14395.0,56.5,0.0,24300.0,59.4,1.0,100.0,12.0,0.0,0.0,22.012772336187602,36,1,False,55.984722478901006,False
134500,2834760,10000.0,10000.0, 36 months,11.14,328.06,B,10+ years,MORTGAGE,85000.0,Not Verified,2012-12-01,credit_card,13.57,2.0,1993-12-01,10.0,0.0,15122.0,65.7,0.0,214765.0,80.3,1.0,83.0,30.0,0.0,0.0,23.984065381219327,36,1,False,228.01289554200292,False
133968,2836939,14900.0,14900.0, 36 months,12.12,495.75,B,2 years,MORTGAGE,70000.0,Source Verified,2013-01-01,debt_consolidation,21.56,0.0,2000-07-01,9.0,0.0,40927.0,81.8,0.0,469621.0,88.1,1.0,92.0,15.0,0.0,0.0,7.983736832378488,36,1,False,150.04825561099818,True
317853,19927850,6000.0,6000.0, 36 months,13.35,203.18,C,4 years,RENT,35000.0,Not Verified,2014-07-01,debt_consolidation,10.36,0.0,2005-02-01,8.0,0.0,12507.0,38.6,0.0,12507.0,48.8,0.0,100.0,8.0,0.0,0.0,14.029035503809114,36,3,True,112.92223659623401,True
201154,35928113,16000.0,16000.0, 60 months,14.31,374.87,C,4 years,RENT,74600.0,Verified,2014-12-01,credit_card,27.35,0.0,1995-08-01,14.0,0.0,22339.0,64.4,0.0,49932.0,84.4,3.0,100.0,26.0,0.0,0.0,3.975440974147313,60,1,False,232.0211914002341,True
32089,8116752,8300.0,8300.0, 36 months,12.99,279.62,B,6 years,RENT,41900.0,Not Verified,2013-10-01,credit_card,15.24,0.0,1996-01-01,15.0,1.0,8873.0,64.8,0.0,46890.0,80.7,0.0,100.0,28.0,0.0,0.0,15.014682026324977,36,1,False,212.99821351567795,False
213194,34293018,16000.0,16000.0, 60 months,11.99,355.84,B,,RENT,45000.0,Verified,2014-11-01,home_improvement,25.41,0.0,1986-08-01,13.0,1.0,2169.0,21.3,0.0,23775.0,10.8,0.0,100.0,52.0,0.0,0.0,8.969383354894351,60,3,True,339.0295488613729,True
342709,16343292,32500.0,32500.0, 60 months,13.98,755.89,C,1 year,OWN,65000.0,Source Verified,2014-05-01,credit_card,24.24,0.0,1998-06-01,11.0,0.0,58736.0,91.9,0.0,129290.0,93.5,0.0,100.0,26.0,0.0,0.0,18.037331362040288,60,3,True,190.98544117949035,True
109223,3382008,15500.0,15500.0, 60 months,17.27,387.47,C,10+ years,RENT,36000.0,Verified,2013-04-01,debt_consolidation,24.13,0.0,1995-06-01,7.0,0.0,17613.0,46.5,0.0,26849.0,53.4,3.0,100.0,19.0,0.0,636.0,4.008295858231175,60,1,False,214.01671492227766,True
310413,20738875,22000.0,22000.0, 36 months,10.99,720.15,B,10+ years,OWN,75000.0,Source Verified,2014-07-01,debt_consolidation,20.86,0.0,2002-10-01,13.0,0.0,24829.0,73.0,0.0,47342.0,83.6,1.0,100.0,21.0,0.0,0.0,15.014682026324977,36,1,False,140.98030760385222,True
207158,35054156,10000.0,10000.0, 60 months,14.99,237.85,C,10+ years,RENT,63478.0,Source Verified,2014-11-01,credit_card,9.11,0.0,2002-08-01,6.0,0.0,8539.0,75.6,0.0,13935.0,75.6,0.0,94.7,19.0,0.0,0.0,3.942586090063451,60,1,False,147.02560627528285,True
310876,20518909,8000.0,8000.0, 36 months,9.17,255.04,B,6 years,RENT,45600.0,Not Verified,2014-07-01,debt_consolidation,12.84,0.0,2001-11-01,13.0,0.0,7014.0,33.2,0.0,57859.0,49.8,2.0,95.3,45.0,0.0,0.0,9.002238238978213,36,1,False,151.95383888786216,True
29922,8354701,10000.0,10000.0, 36 months,9.99,322.63,B,8 years,RENT,60000.0,Verified,2013-10-01,credit_card,21.28,0.0,1999-04-01,17.0,0.0,23722.0,47.7,0.0,55995.0,45.4,0.0,100.0,39.0,0.0,0.0,20.961416045504013,36,1,False,174.0323209922175,True
363420,14499557,15300.0,15300.0, 36 months,10.99,500.83,B,6 years,MORTGAGE,96000.0,Not Verified,2014-04-01,credit_card,12.69,0.0,1995-10-01,10.0,1.0,21595.0,74.7,0.0,131436.0,84.9,1.0,100.0,18.0,0.0,0.0,14.981827142241114,36,1,False,222.00045175465615,False
345811,16280879,22800.0,22800.0, 60 months,14.49,536.33,C,8 years,MORTGAGE,56000.0,Not Verified,2014-05-01,other,21.54,0.0,2003-06-01,13.0,0.0,21275.0,60.1,0.0,147718.0,65.3,0.0,100.0,22.0,0.0,0.0,13.010534097209389,60,3,True,130.99242284235817,True
385778,12697409,24000.0,24000.0, 36 months,7.9,750.97,A,10+ years,MORTGAGE,105000.0,Verified,2014-03-01,debt_consolidation,34.99,1.0,1994-07-01,8.0,0.0,22210.0,48.5,0.0,109171.0,48.5,0.0,94.1,35.0,0.0,0.0,11.072095936261524,36,3,True,235.9966323743814,True
47882,7295132,22400.0,22400.0, 36 months,11.99,743.9,B,5 years,RENT,129000.0,Source Verified,2013-09-01,credit_card,21.4,0.0,1999-08-01,12.0,0.0,27736.0,67.2,0.0,146522.0,91.1,1.0,100.0,36.0,0.0,0.0,22.965563974619602,36,3,True,169.03837861147045,True
