,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
18306,-122.47,37.72,46.0,1836.0,319.0,767.0,302.0,5.9114,NEAR OCEAN
19154,-118.21,33.93,41.0,619.0,138.0,636.0,145.0,2.5083,<1H OCEAN
20525,-120.8,37.53,29.0,1162.0,254.0,726.0,225.0,2.1932,INLAND
3064,-117.32,34.11,38.0,1462.0,337.0,1208.0,324.0,2.2604,INLAND
19195,-118.45,34.16,22.0,4982.0,1358.0,2237.0,1220.0,3.7105,<1H OCEAN
15837,-119.8,36.78,43.0,2382.0,431.0,874.0,380.0,3.5542,INLAND
13059,-122.44,38.34,25.0,3106.0,715.0,1262.0,665.0,1.9487,<1H OCEAN
5331,-118.35,34.28,30.0,3214.0,513.0,1700.0,533.0,4.6944,<1H OCEAN
13486,-118.16,34.09,36.0,3334.0,920.0,2881.0,800.0,2.1696,<1H OCEAN
3076,-117.22,34.54,8.0,12526.0,2495.0,6133.0,2324.0,2.9072,INLAND
19307,-119.41,36.68,18.0,1802.0,332.0,945.0,292.0,3.4044,INLAND
2527,-117.28,32.73,44.0,1934.0,325.0,783.0,316.0,4.8684,NEAR OCEAN
6369,-118.03,34.14,31.0,4353.0,1117.0,2338.0,1037.0,3.0727,INLAND
2787,-118.34,34.1,24.0,1996.0,791.0,1215.0,672.0,1.5429,<1H OCEAN
9922,-117.65,33.48,6.0,1638.0,188.0,572.0,174.0,13.0502,<1H OCEAN
1585,-119.01,35.37,44.0,593.0,136.0,364.0,121.0,1.4779,INLAND
13008,-118.2,33.91,36.0,2283.0,499.0,1836.0,462.0,2.8793,<1H OCEAN
2940,-115.37,32.81,23.0,1458.0,294.0,866.0,275.0,2.3594,INLAND
16297,-118.27,34.08,46.0,3007.0,854.0,2587.0,814.0,2.7179,<1H OCEAN
4634,-118.14,34.68,25.0,1703.0,342.0,775.0,309.0,4.5455,INLAND
4123,-118.08,33.86,26.0,778.0,173.0,539.0,186.0,3.2679,<1H OCEAN
11941,-118.18,34.22,40.0,1983.0,298.0,853.0,271.0,5.9845,<1H OCEAN
6602,-121.12,37.48,5.0,4109.0,820.0,3062.0,713.0,3.2396,INLAND
9486,-122.4,37.59,22.0,2754.0,477.0,1163.0,479.0,6.2306,NEAR OCEAN
15397,-118.27,34.14,29.0,3768.0,1211.0,2320.0,1030.0,2.7685,<1H OCEAN
9591,-122.47,37.69,30.0,837.0,213.0,606.0,199.0,4.875,NEAR OCEAN
15328,-121.96,37.33,35.0,2294.0,411.0,1054.0,449.0,4.0667,<1H OCEAN
16342,-122.02,37.59,18.0,1165.0,333.0,855.0,319.0,3.6923,NEAR BAY
10585,-118.47,34.27,17.0,1444.0,282.0,523.0,270.0,2.7353,<1H OCEAN
18617,-122.36,37.59,20.0,2638.0,854.0,1352.0,718.0,3.5125,NEAR OCEAN
5403,-122.44,37.78,52.0,3017.0,851.0,1588.0,800.0,3.3882,NEAR BAY
2009,-123.22,39.16,29.0,6121.0,1222.0,3595.0,1189.0,2.631,<1H OCEAN
13025,-118.14,33.75,39.0,1995.0,634.0,867.0,567.0,4.0795,NEAR OCEAN
7177,-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,<1H OCEAN
8899,-122.34,37.59,44.0,1395.0,269.0,736.0,288.0,5.6206,NEAR OCEAN
204,-117.56,33.94,6.0,575.0,73.0,318.0,88.0,7.0215,INLAND
6151,-121.17,37.97,28.0,1374.0,248.0,769.0,229.0,3.6389,INLAND
1371,-118.1,34.13,44.0,1917.0,265.0,754.0,257.0,12.4237,<1H OCEAN
20485,-121.87,37.35,37.0,1566.0,375.0,1223.0,346.0,3.2793,<1H OCEAN
10457,-118.17,34.08,33.0,851.0,231.0,936.0,228.0,3.375,<1H OCEAN
11267,-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,<1H OCEAN
14371,-119.73,36.73,9.0,1621.0,428.0,678.0,394.0,2.2437,INLAND
13304,-121.78,36.92,19.0,1515.0,253.0,975.0,266.0,4.3906,<1H OCEAN
5165,-118.31,33.96,43.0,2118.0,569.0,1266.0,500.0,1.747,<1H OCEAN
18730,-117.65,34.14,16.0,2196.0,287.0,949.0,289.0,8.6573,INLAND
18626,-118.2,34.08,41.0,1807.0,429.0,1699.0,424.0,2.2222,<1H OCEAN
8457,-118.24,33.94,34.0,796.0,180.0,673.0,144.0,2.0769,<1H OCEAN
10164,-119.79,36.75,33.0,3161.0,934.0,3530.0,846.0,1.123,INLAND
15808,-120.43,34.96,19.0,2350.0,631.0,1291.0,515.0,1.0349,<1H OCEAN
3386,-119.19,35.41,12.0,2835.0,471.0,1399.0,413.0,4.4125,INLAND
10508,-122.09,37.4,17.0,748.0,184.0,412.0,180.0,3.4375,NEAR BAY
2227,-118.19,34.14,47.0,2525.0,523.0,1514.0,498.0,4.3359,<1H OCEAN
356,-118.16,34.11,48.0,1091.0,236.0,632.0,234.0,3.7235,<1H OCEAN
8349,-121.44,38.5,27.0,2527.0,439.0,1089.0,415.0,4.088,INLAND
14086,-122.16,37.73,52.0,1114.0,206.0,425.0,207.0,2.5625,NEAR BAY
13719,-121.6,36.81,18.0,1575.0,230.0,751.0,219.0,5.2203,<1H OCEAN
8765,-117.37,33.95,32.0,2215.0,351.0,771.0,311.0,4.3542,INLAND
7243,-117.9,34.02,15.0,14058.0,2486.0,8997.0,2497.0,5.0704,<1H OCEAN
6153,-118.52,34.25,11.0,7849.0,1664.0,3561.0,1500.0,4.6625,<1H OCEAN
1608,-118.13,34.09,42.0,2562.0,781.0,1936.0,687.0,2.2214,<1H OCEAN
5733,-122.03,37.98,16.0,1209.0,477.0,627.0,482.0,1.3894,NEAR BAY
5168,-121.83,37.29,20.0,1649.0,408.0,1729.0,362.0,3.3833,<1H OCEAN
3379,-117.99,33.81,46.0,38.0,8.0,66.0,14.0,4.1667,<1H OCEAN
5179,-116.89,32.85,16.0,1743.0,333.0,652.0,322.0,2.8906,<1H OCEAN
8325,-121.33,38.02,37.0,1964.0,315.0,915.0,335.0,4.3008,INLAND
905,-119.44,36.59,28.0,1343.0,330.0,1331.0,305.0,1.516,INLAND
8727,-120.96,37.64,41.0,1467.0,328.0,673.0,310.0,2.7917,INLAND
332,-122.24,37.76,52.0,2646.0,581.0,1128.0,522.0,3.0718,NEAR BAY
6775,-122.29,37.56,36.0,805.0,140.0,445.0,139.0,5.8221,NEAR BAY
11871,-122.72,38.35,16.0,3049.0,609.0,1675.0,618.0,2.4117,<1H OCEAN
18667,-121.35,38.51,29.0,2337.0,391.0,1054.0,352.0,4.2206,INLAND
10445,-120.88,37.53,18.0,239.0,39.0,92.0,36.0,5.3168,INLAND
10435,-118.39,34.21,32.0,1869.0,441.0,1516.0,432.0,3.6845,<1H OCEAN
7429,-118.4,34.16,34.0,2638.0,580.0,1150.0,551.0,4.2989,<1H OCEAN
9729,-121.35,38.0,22.0,3564.0,730.0,1539.0,699.0,3.675,INLAND
11167,-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,6.3542,<1H OCEAN
4777,-118.08,33.77,26.0,3083.0,806.0,960.0,723.0,1.9074,<1H OCEAN
17240,-122.1,37.7,25.0,2973.0,622.0,1413.0,595.0,4.3819,NEAR BAY
179,-119.57,36.71,10.0,1657.0,359.0,958.0,380.0,2.6458,INLAND
8219,-117.81,33.74,24.0,2696.0,649.0,1908.0,626.0,3.3047,<1H OCEAN
14028,-117.2,34.46,7.0,8414.0,1584.0,5146.0,1517.0,3.2794,INLAND
2533,-122.14,37.5,46.0,30.0,4.0,13.0,5.0,15.0001,NEAR BAY
17220,-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,<1H OCEAN
8698,-118.36,33.84,22.0,11016.0,3170.0,6664.0,2838.0,3.703,<1H OCEAN
8900,-121.02,37.62,14.0,5737.0,1286.0,4722.0,1210.0,1.6731,INLAND
7417,-116.29,33.72,5.0,3584.0,760.0,1097.0,470.0,3.1771,INLAND
10879,-121.06,37.66,6.0,3655.0,598.0,1993.0,596.0,4.6053,INLAND
3142,-118.31,33.76,26.0,4486.0,709.0,1873.0,719.0,6.5704,<1H OCEAN
7082,-116.85,34.26,19.0,5395.0,1220.0,981.0,366.0,2.6094,INLAND
3739,-117.9,33.75,32.0,1893.0,431.0,2245.0,426.0,3.7143,<1H OCEAN
12723,-118.0,33.82,18.0,2947.0,559.0,1820.0,551.0,4.5294,<1H OCEAN
12574,-121.71,36.88,19.0,2528.0,554.0,2332.0,492.0,3.7766,<1H OCEAN
4281,-122.32,37.69,48.0,592.0,122.0,340.0,143.0,5.966,NEAR BAY
13140,-122.35,37.56,52.0,1659.0,191.0,519.0,201.0,14.4219,NEAR OCEAN
19666,-122.03,37.37,41.0,2123.0,425.0,1032.0,435.0,4.6957,<1H OCEAN
9146,-120.41,34.96,9.0,2712.0,428.0,1116.0,415.0,4.5536,<1H OCEAN
13493,-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,<1H OCEAN
13995,-119.28,36.35,7.0,3598.0,701.0,2080.0,678.0,3.1111,INLAND
10273,-122.47,38.6,20.0,1036.0,202.0,589.0,194.0,5.3698,INLAND
3324,-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,NEAR OCEAN
17489,-122.31,37.57,31.0,2197.0,477.0,1193.0,394.0,4.6371,NEAR OCEAN
2411,-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,NEAR OCEAN
12147,-118.2,34.69,5.0,9076.0,1503.0,7694.0,1278.0,4.875,INLAND
19272,-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,<1H OCEAN
6822,-117.25,34.13,35.0,861.0,148.0,381.0,138.0,2.5234,INLAND
17265,-118.49,34.27,33.0,3047.0,527.0,1578.0,507.0,4.58,<1H OCEAN
20093,-117.13,32.7,35.0,365.0,98.0,463.0,112.0,2.5588,NEAR OCEAN
4311,-120.95,38.69,10.0,3421.0,563.0,1689.0,545.0,5.2032,INLAND
9916,-117.16,32.75,23.0,2474.0,594.0,1107.0,536.0,2.9705,NEAR OCEAN
8731,-117.89,34.12,35.0,1566.0,321.0,1396.0,317.0,4.05,<1H OCEAN
8023,-121.56,38.44,43.0,1485.0,270.0,653.0,251.0,3.0,INLAND
5984,-119.19,34.21,27.0,1887.0,487.0,1339.0,428.0,2.9185,NEAR OCEAN
9742,-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,INLAND
15290,-122.29,37.87,44.0,2539.0,755.0,1382.0,713.0,2.537,NEAR BAY
16337,-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,<1H OCEAN
5842,-117.98,35.1,4.0,923.0,166.0,352.0,135.0,4.5724,INLAND
3173,-118.03,33.97,36.0,1601.0,290.0,715.0,284.0,4.8152,<1H OCEAN
2353,-117.9,34.12,33.0,1555.0,361.0,1571.0,386.0,4.0529,<1H OCEAN
15359,-118.04,33.88,17.0,4807.0,838.0,3059.0,853.0,5.7619,<1H OCEAN
10661,-122.46,37.72,49.0,1207.0,255.0,658.0,220.0,4.0859,NEAR OCEAN
11414,-117.71,34.08,29.0,1276.0,283.0,1216.0,316.0,2.5972,INLAND
10420,-118.06,33.89,26.0,2483.0,412.0,1538.0,449.0,5.1104,<1H OCEAN
5418,-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,NEAR BAY
3091,-117.31,34.04,29.0,2481.0,383.0,1188.0,385.0,4.7344,INLAND
7761,-117.23,33.2,21.0,2284.0,360.0,999.0,356.0,4.8929,<1H OCEAN
2908,-120.66,35.49,17.0,4422.0,945.0,2307.0,885.0,2.8285,<1H OCEAN
3950,-117.7,33.65,16.0,3388.0,492.0,1249.0,463.0,6.1863,<1H OCEAN
11550,-122.18,37.45,37.0,5257.0,1360.0,2128.0,1264.0,4.0,NEAR BAY
7354,-115.9,33.34,19.0,1210.0,248.0,329.0,155.0,1.7857,INLAND
15215,-121.92,37.33,52.0,2962.0,557.0,1215.0,506.0,4.7768,<1H OCEAN
19136,-120.5,35.03,10.0,10463.0,1756.0,4660.0,1715.0,3.5682,<1H OCEAN
5936,-117.61,34.14,14.0,15809.0,2485.0,7363.0,2410.0,5.5198,INLAND
17279,-117.63,34.06,39.0,1210.0,310.0,1294.0,303.0,2.3636,INLAND
16530,-122.09,37.7,33.0,4413.0,1107.0,2239.0,1051.0,2.9861,NEAR BAY
8933,-117.86,33.75,31.0,1761.0,515.0,1810.0,468.0,1.9309,<1H OCEAN
15141,-121.39,38.69,38.0,300.0,47.0,154.0,51.0,4.0909,INLAND
13882,-119.69,34.38,39.0,1383.0,459.0,677.0,362.0,2.25,NEAR OCEAN
14360,-117.87,33.62,8.0,1266.0,,375.0,183.0,9.802,<1H OCEAN
14503,-122.05,38.0,36.0,2476.0,472.0,1213.0,393.0,3.7333,NEAR BAY
2923,-118.29,34.18,10.0,4292.0,1075.0,2719.0,987.0,3.6974,<1H OCEAN
14808,-122.85,38.52,13.0,4808.0,848.0,2568.0,762.0,3.6583,<1H OCEAN
2239,-117.99,33.66,14.0,3155.0,653.0,951.0,575.0,3.0625,<1H OCEAN
6830,-117.3,33.25,22.0,2329.0,419.0,1456.0,381.0,3.7933,<1H OCEAN
9199,-117.37,34.13,12.0,1893.0,493.0,1054.0,389.0,2.3456,INLAND
17671,-118.46,34.07,43.0,2511.0,456.0,808.0,407.0,6.7703,<1H OCEAN
17365,-117.86,33.73,23.0,407.0,108.0,647.0,96.0,3.775,<1H OCEAN
18211,-122.07,37.96,34.0,1692.0,290.0,836.0,289.0,5.0172,NEAR BAY
303,-121.32,38.03,25.0,2474.0,513.0,1947.0,524.0,2.5742,INLAND
20144,-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN
20417,-118.05,33.72,14.0,2673.0,687.0,1192.0,656.0,4.1862,<1H OCEAN
15243,-116.89,33.75,23.0,2719.0,538.0,930.0,485.0,2.0154,INLAND
5717,-121.26,37.97,31.0,1189.0,295.0,891.0,292.0,2.5536,INLAND
10545,-118.48,34.23,35.0,1963.0,310.0,919.0,297.0,4.7583,<1H OCEAN
8467,-117.51,33.89,16.0,5418.0,1005.0,2690.0,1088.0,4.0556,INLAND
19674,-118.49,34.04,50.0,2597.0,340.0,964.0,339.0,13.3036,<1H OCEAN
14351,-122.28,37.53,34.0,1980.0,385.0,970.0,391.0,5.1207,NEAR OCEAN
13453,-118.1,34.06,31.0,2852.0,740.0,3100.0,725.0,2.9524,<1H OCEAN
19525,-122.54,38.0,28.0,3416.0,826.0,1694.0,800.0,3.18,NEAR BAY
6843,-122.71,38.46,42.0,1574.0,376.0,844.0,369.0,2.314,<1H OCEAN
6950,-120.12,35.99,7.0,2049.0,482.0,1387.0,422.0,2.25,INLAND
12673,-118.48,34.02,30.0,2027.0,609.0,1425.0,562.0,2.2917,<1H OCEAN
10175,-118.52,34.2,19.0,4315.0,1304.0,2490.0,1222.0,2.6437,<1H OCEAN
877,-118.42,34.19,33.0,3353.0,790.0,2318.0,775.0,2.2589,<1H OCEAN
7639,-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,INLAND
6125,-119.57,36.72,11.0,2510.0,460.0,1248.0,445.0,3.6161,INLAND
5792,-120.8,37.55,18.0,1802.0,335.0,1110.0,329.0,3.1641,INLAND
6708,-116.15,34.14,18.0,3312.0,705.0,1251.0,512.0,3.0139,INLAND
89,-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,NEAR BAY
13446,-118.03,34.16,39.0,2731.0,366.0,1034.0,338.0,9.8098,INLAND
3947,-120.15,39.15,25.0,1669.0,348.0,163.0,78.0,5.75,INLAND
13044,-118.36,34.05,45.0,1879.0,395.0,946.0,409.0,3.3333,<1H OCEAN
10518,-121.55,39.51,50.0,1050.0,288.0,485.0,260.0,1.1607,INLAND
7710,-122.04,38.24,22.0,2761.0,757.0,2612.0,641.0,1.6875,INLAND
12740,-122.69,37.91,43.0,1730.0,326.0,629.0,279.0,4.3194,NEAR OCEAN
18281,-117.93,33.85,36.0,2147.0,416.0,1011.0,392.0,3.2188,<1H OCEAN
9858,-118.02,34.15,44.0,2267.0,426.0,980.0,372.0,3.6,INLAND
8433,-117.19,32.84,30.0,2492.0,406.0,1250.0,431.0,5.5277,NEAR OCEAN
4757,-118.21,33.93,39.0,354.0,73.0,184.0,58.0,2.7679,<1H OCEAN
2162,-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3.0613,NEAR OCEAN
19862,-117.97,33.71,25.0,3273.0,478.0,1645.0,497.0,5.8195,<1H OCEAN
3984,-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,<1H OCEAN
12161,-117.84,33.76,14.0,1458.0,423.0,615.0,365.0,4.2798,<1H OCEAN
1250,-119.78,34.48,21.0,2377.0,322.0,1007.0,328.0,7.9248,NEAR OCEAN
19818,-121.94,36.97,31.0,1738.0,422.0,746.0,355.0,2.5172,NEAR OCEAN
5296,-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145,INLAND
16726,-121.89,37.35,44.0,2019.0,615.0,1243.0,518.0,2.0549,<1H OCEAN
19110,-118.27,33.96,34.0,1040.0,276.0,1083.0,255.0,1.6467,<1H OCEAN
19242,-118.33,33.87,44.0,724.0,133.0,373.0,133.0,3.9167,<1H OCEAN
18417,-121.14,39.86,16.0,2534.0,557.0,638.0,244.0,2.2101,INLAND
13787,-120.71,38.34,16.0,1257.0,231.0,559.0,213.0,4.4531,INLAND
7404,-119.85,34.44,28.0,1765.0,301.0,1173.0,297.0,6.0256,NEAR OCEAN
3787,-117.87,33.6,33.0,3120.0,602.0,1155.0,553.0,5.2949,<1H OCEAN
14645,-122.47,37.65,27.0,8103.0,1655.0,5023.0,1605.0,4.6452,NEAR OCEAN
6399,-118.38,33.8,36.0,4421.0,702.0,1433.0,624.0,8.0838,NEAR OCEAN
10524,-122.31,37.99,25.0,6508.0,1137.0,3259.0,1081.0,4.2348,NEAR BAY
6156,-117.96,34.05,36.0,1475.0,270.0,1149.0,284.0,3.0904,<1H OCEAN
19849,-117.51,34.41,5.0,2884.0,567.0,1396.0,465.0,3.7361,INLAND
6969,-121.35,38.04,5.0,4303.0,613.0,2206.0,621.0,5.5842,INLAND
8671,-122.24,37.79,47.0,1372.0,395.0,1237.0,303.0,2.125,NEAR BAY
3871,-118.28,34.0,42.0,855.0,284.0,890.0,247.0,1.2778,<1H OCEAN
129,-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,NEAR BAY
18550,-118.32,33.81,28.0,2142.0,445.0,1140.0,422.0,4.8438,<1H OCEAN
5887,-118.16,34.02,42.0,814.0,216.0,773.0,208.0,2.5313,<1H OCEAN
14131,-118.12,33.99,24.0,1705.0,479.0,2037.0,459.0,2.4219,<1H OCEAN
10384,-117.76,33.72,14.0,3011.0,388.0,1359.0,371.0,7.9739,<1H OCEAN
83,-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,NEAR BAY
14184,-121.02,38.66,4.0,7392.0,1155.0,3096.0,1065.0,4.5246,INLAND
17057,-122.06,37.33,29.0,1945.0,269.0,826.0,275.0,8.248,<1H OCEAN
17796,-118.31,34.03,47.0,1315.0,,785.0,245.0,1.23,<1H OCEAN
13839,-117.19,34.05,33.0,1688.0,313.0,808.0,298.0,3.2188,INLAND
5315,-117.34,34.11,29.0,2912.0,566.0,2188.0,518.0,3.2656,INLAND
12528,-122.03,38.28,15.0,5114.0,833.0,2418.0,778.0,4.4882,INLAND
1667,-117.76,33.87,16.0,3973.0,595.0,1971.0,575.0,6.4265,<1H OCEAN
15977,-118.31,34.0,52.0,1542.0,309.0,939.0,276.0,1.6892,<1H OCEAN
14440,-117.94,33.99,18.0,6100.0,1018.0,3112.0,982.0,4.9932,<1H OCEAN
19108,-119.69,34.42,52.0,302.0,112.0,392.0,114.0,2.5978,<1H OCEAN
2143,-117.17,34.51,15.0,5151.0,942.0,2896.0,897.0,3.4875,INLAND
17808,-117.03,34.03,26.0,3501.0,664.0,1860.0,681.0,3.0403,INLAND
3973,-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,INLAND
7603,-120.94,40.17,22.0,1334.0,261.0,597.0,222.0,2.2132,INLAND
11882,-121.51,37.02,19.0,2372.0,394.0,1142.0,365.0,4.0238,INLAND
14034,-118.3,34.08,36.0,1276.0,503.0,1502.0,450.0,2.1766,<1H OCEAN
17735,-121.51,36.86,36.0,1019.0,168.0,602.0,169.0,2.625,INLAND
2478,-120.43,36.18,29.0,579.0,116.0,218.0,99.0,2.1458,INLAND
7526,-117.94,33.65,20.0,5476.0,1073.0,2327.0,963.0,5.6637,<1H OCEAN
7894,-121.9,37.36,47.0,1007.0,245.0,581.0,240.0,2.9545,<1H OCEAN
11439,-117.88,33.85,18.0,2705.0,713.0,2726.0,674.0,2.7759,<1H OCEAN
3676,-117.88,33.71,20.0,1738.0,509.0,1403.0,411.0,3.1742,<1H OCEAN
2222,-118.0,33.85,34.0,1078.0,205.0,575.0,206.0,4.5083,<1H OCEAN
15313,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,NEAR OCEAN
7474,-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,NEAR BAY
14722,-120.5,37.34,16.0,1245.0,231.0,956.0,219.0,3.4559,INLAND
3227,-122.52,37.91,30.0,4174.0,739.0,1818.0,705.0,5.5951,NEAR BAY
19535,-122.42,37.73,35.0,1871.0,342.0,1055.0,310.0,4.625,NEAR BAY
15905,-121.34,37.99,14.0,3111.0,498.0,1178.0,525.0,6.556,INLAND
8948,-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2.2685,NEAR OCEAN
5823,-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,NEAR BAY
5274,-119.24,35.77,28.0,1737.0,521.0,1764.0,514.0,1.7813,INLAND
10159,-120.6,37.36,27.0,2521.0,484.0,1307.0,456.0,3.0911,INLAND
4101,-121.53,38.61,5.0,8149.0,1913.0,2933.0,1616.0,3.6788,INLAND
10419,-119.27,34.44,22.0,3527.0,711.0,1483.0,640.0,2.7019,<1H OCEAN
4571,-117.18,32.69,52.0,1837.0,313.0,668.0,300.0,5.1009,NEAR OCEAN
17746,-118.41,34.2,32.0,2734.0,654.0,2209.0,610.0,3.5164,<1H OCEAN
13501,-117.69,33.58,8.0,2887.0,351.0,1176.0,351.0,10.3953,<1H OCEAN
19733,-122.41,37.76,52.0,3452.0,784.0,2987.0,753.0,2.8135,NEAR BAY
11828,-118.14,33.8,43.0,2506.0,531.0,1230.0,543.0,3.4211,NEAR OCEAN
7763,-118.23,33.89,36.0,2598.0,514.0,1872.0,514.0,3.1667,<1H OCEAN
16941,-118.52,34.19,37.0,1892.0,347.0,1039.0,343.0,4.8295,<1H OCEAN
12394,-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,3.6437,<1H OCEAN
9036,-121.86,36.58,20.0,6332.0,991.0,2668.0,955.0,5.7578,<1H OCEAN
7397,-118.1,33.83,36.0,2000.0,343.0,956.0,352.0,5.3735,<1H OCEAN
4400,-117.84,33.76,16.0,238.0,51.0,93.0,50.0,5.375,<1H OCEAN
19269,-118.06,33.98,42.0,1342.0,243.0,615.0,208.0,5.4381,<1H OCEAN
7711,-117.12,32.58,26.0,1360.0,309.0,869.0,328.0,3.0217,NEAR OCEAN
246,-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,<1H OCEAN
12414,-118.13,34.2,46.0,1271.0,236.0,573.0,210.0,4.9312,INLAND
13012,-119.78,36.8,34.0,2200.0,493.0,1243.0,431.0,1.8514,INLAND
10894,-124.14,40.57,29.0,2864.0,600.0,1314.0,562.0,2.1354,<1H OCEAN
12864,-117.25,32.74,36.0,1240.0,310.0,577.0,319.0,2.6625,NEAR OCEAN
13640,-117.98,33.65,18.0,1027.0,206.0,436.0,180.0,4.2159,<1H OCEAN
11638,-120.69,35.62,43.0,3044.0,652.0,1456.0,608.0,2.4567,<1H OCEAN
15732,-118.3,33.75,23.0,1957.0,517.0,1454.0,526.0,3.5056,<1H OCEAN
8819,-118.55,34.21,35.0,2592.0,490.0,1427.0,434.0,5.0623,<1H OCEAN
5536,-121.31,38.66,27.0,1713.0,282.0,761.0,295.0,5.2081,INLAND
9464,-118.19,34.05,35.0,1296.0,307.0,1423.0,276.0,2.7432,<1H OCEAN
18076,-118.1,33.85,36.0,956.0,159.0,416.0,157.0,4.6429,<1H OCEAN
18406,-116.9,33.74,14.0,2281.0,426.0,894.0,430.0,2.3712,INLAND
20464,-117.43,34.07,18.0,2453.0,537.0,1503.0,500.0,2.3768,INLAND
11073,-118.13,33.84,48.0,1895.0,294.0,881.0,293.0,6.3364,<1H OCEAN
15401,-117.05,34.02,21.0,3098.0,646.0,1351.0,614.0,2.598,INLAND
18602,-119.1,36.43,24.0,1039.0,190.0,643.0,193.0,2.6711,INLAND
6740,-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,NEAR OCEAN
5247,-117.84,33.98,26.0,3638.0,557.0,1993.0,593.0,6.1076,<1H OCEAN
17119,-119.14,36.06,32.0,1838.0,441.0,1628.0,425.0,1.6452,INLAND
9668,-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,<1H OCEAN
9145,-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259,<1H OCEAN
683,-118.48,34.04,49.0,3780.0,741.0,1435.0,690.0,4.3158,<1H OCEAN
14243,-117.56,33.88,40.0,1196.0,294.0,1052.0,258.0,2.0682,INLAND
17181,-121.83,37.24,23.0,2543.0,388.0,1297.0,385.0,5.9164,<1H OCEAN
8107,-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,1.5885,<1H OCEAN
15536,-122.09,37.39,43.0,2065.0,535.0,1029.0,500.0,3.7318,NEAR BAY
8526,-121.31,37.94,41.0,375.0,108.0,323.0,98.0,1.9531,INLAND
16510,-118.13,33.81,34.0,1903.0,343.0,928.0,349.0,5.395,<1H OCEAN
16181,-118.2,33.96,44.0,2144.0,477.0,1760.0,452.0,2.3221,<1H OCEAN
17017,-118.04,34.04,32.0,1619.0,323.0,1492.0,342.0,3.5,<1H OCEAN
17667,-122.43,37.73,52.0,1142.0,224.0,494.0,206.0,5.0602,NEAR BAY
13569,-118.18,33.91,41.0,1260.0,299.0,1535.0,322.0,3.0134,<1H OCEAN
8303,-122.07,37.89,28.0,3410.0,746.0,1428.0,670.0,4.3864,NEAR BAY
6119,-122.08,37.39,44.0,1498.0,430.0,848.0,400.0,2.8438,NEAR BAY
7124,-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,INLAND
14466,-122.34,37.46,21.0,1799.0,293.0,576.0,277.0,7.439,NEAR OCEAN
1405,-122.51,37.98,37.0,4801.0,699.0,1830.0,679.0,6.0762,NEAR BAY
11438,-118.19,33.98,40.0,973.0,272.0,1257.0,258.0,2.8214,<1H OCEAN
1225,-118.17,33.85,37.0,3714.0,708.0,1956.0,694.0,4.2218,<1H OCEAN
11078,-118.18,33.78,26.0,3042.0,1253.0,4812.0,1141.0,1.7701,NEAR OCEAN
4091,-122.41,38.16,37.0,1549.0,,863.0,275.0,2.7457,NEAR BAY
16535,-121.9,37.33,34.0,197.0,44.0,152.0,47.0,4.05,<1H OCEAN
20610,-121.56,39.1,28.0,2130.0,484.0,1195.0,439.0,1.3631,INLAND
2005,-122.3,38.27,4.0,1051.0,263.0,455.0,248.0,3.6389,NEAR BAY
1705,-122.22,38.1,44.0,3013.0,563.0,1353.0,512.0,3.4559,NEAR BAY
7908,-118.24,34.15,17.0,5282.0,1605.0,4116.0,1574.0,3.052,<1H OCEAN
