"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"452",40,71,1,"unknown",6,"no",79,"secondary","no","services","no","married","may",-1,"unknown",0,"no"
"454",37,231,2,"unknown",6,"no",451,"tertiary","yes","management","yes","married","may",-1,"unknown",0,"no"
"456",44,274,1,"unknown",6,"no",409,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"457",40,-109,1,"unknown",6,"no",170,"secondary","yes","admin.","yes","single","may",-1,"unknown",0,"no"
"458",37,1,1,"unknown",6,"no",608,"secondary","yes","technician","no","married","may",-1,"unknown",0,"yes"
"459",33,-60,1,"unknown",6,"yes",243,"secondary","no","blue-collar","no","single","may",-1,"unknown",0,"no"
"460",35,89,2,"unknown",6,"no",145,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"461",58,-11,1,"unknown",6,"no",112,"secondary","no","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"462",39,0,2,"unknown",6,"no",262,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"463",43,-509,1,"unknown",6,"no",124,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"465",36,58,1,"unknown",6,"no",134,"primary","yes","services","no","single","may",-1,"unknown",0,"no"
"466",57,1640,4,"unknown",6,"no",204,"secondary","no","retired","yes","single","may",-1,"unknown",0,"no"
"467",36,20,1,"unknown",6,"no",186,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"468",50,71,1,"unknown",6,"no",678,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"470",44,292,1,"unknown",6,"no",162,"tertiary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"471",44,424,1,"unknown",6,"no",27,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"472",39,109,3,"unknown",6,"no",699,"primary","yes","housemaid","no","single","may",-1,"unknown",0,"no"
"473",46,1044,1,"unknown",6,"no",43,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"476",40,668,2,"unknown",6,"no",283,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"477",50,964,1,"unknown",6,"no",323,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"479",37,140,1,"unknown",6,"no",310,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"480",39,1877,1,"unknown",6,"no",185,"secondary","yes","management","no","single","may",-1,"unknown",0,"no"
"482",41,871,1,"unknown",6,"no",145,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"483",41,767,1,"unknown",6,"no",204,"secondary","yes","technician","yes","married","may",-1,"unknown",0,"no"
"484",43,0,1,"unknown",6,"no",187,"secondary","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"485",30,209,2,"unknown",6,"no",30,"secondary","yes","services","no","single","may",-1,"unknown",0,"no"
"486",54,0,1,"unknown",6,"no",472,"primary","no","management","no","divorced","may",-1,"unknown",0,"no"
"487",43,110,1,"unknown",6,"no",448,"secondary","yes","blue-collar","yes","divorced","may",-1,"unknown",0,"no"
"488",59,-76,1,"unknown",6,"no",264,"tertiary","yes","management","yes","divorced","may",-1,"unknown",0,"no"
"489",47,178,1,"unknown",6,"no",169,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"491",32,0,2,"unknown",6,"no",176,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"492",29,1,1,"unknown",6,"no",215,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"493",36,0,1,"unknown",6,"no",337,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"494",55,5345,1,"unknown",6,"no",278,"tertiary","no","unemployed","no","married","may",-1,"unknown",0,"no"
"499",44,-99,2,"unknown",6,"no",111,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"500",37,17,1,"unknown",6,"no",164,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"501",46,276,2,"unknown",6,"no",157,"primary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"502",32,-170,1,"unknown",6,"no",46,"unknown","no","technician","no","single","may",-1,"unknown",0,"no"
"504",29,9,1,"unknown",6,"no",349,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"507",57,-331,1,"unknown",6,"no",531,"secondary","yes","retired","no","divorced","may",-1,"unknown",0,"no"
"508",48,44,1,"unknown",6,"no",153,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"510",26,712,1,"unknown",6,"no",232,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"512",34,507,1,"unknown",6,"no",190,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"514",41,0,1,"unknown",6,"no",238,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"518",44,148,1,"unknown",6,"no",211,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"520",34,1011,1,"unknown",6,"no",136,"tertiary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"521",46,1527,1,"unknown",6,"no",269,"unknown","yes","management","no","single","may",-1,"unknown",0,"no"
"522",42,744,1,"unknown",6,"no",157,"tertiary","no","management","no","married","may",-1,"unknown",0,"no"
"523",52,484,1,"unknown",6,"no",128,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"524",29,0,1,"unknown",6,"no",211,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"526",43,1335,2,"unknown",6,"no",371,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"528",46,459,1,"unknown",6,"no",221,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"529",48,549,1,"unknown",6,"no",427,"unknown","yes","management","no","divorced","may",-1,"unknown",0,"no"
"530",30,83,1,"unknown",6,"no",310,"secondary","yes","admin.","yes","divorced","may",-1,"unknown",0,"no"
"532",31,203,3,"unknown",6,"no",604,"primary","yes","housemaid","no","married","may",-1,"unknown",0,"no"
"535",52,1236,1,"unknown",6,"no",247,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"537",48,157,1,"unknown",6,"no",73,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"539",34,245,1,"unknown",6,"no",13,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"540",34,-144,2,"unknown",6,"no",79,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"543",50,249,1,"unknown",6,"no",129,"primary","yes","technician","no","married","may",-1,"unknown",0,"no"
"548",45,82,1,"unknown",6,"no",250,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"549",36,107,1,"unknown",6,"no",146,"tertiary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"550",56,473,1,"unknown",6,"no",416,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"551",42,372,2,"unknown",6,"no",121,"secondary","yes","services","yes","divorced","may",-1,"unknown",0,"no"
"555",33,-10,1,"unknown",6,"no",123,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"558",56,778,2,"unknown",6,"no",149,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"559",39,170,2,"unknown",6,"no",268,"unknown","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"563",35,204,2,"unknown",6,"yes",424,"secondary","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"564",47,83,2,"unknown",6,"no",179,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"566",57,5431,1,"unknown",6,"no",383,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"567",38,1759,1,"unknown",6,"no",440,"unknown","yes","management","no","married","may",-1,"unknown",0,"no"
"569",34,0,1,"unknown",6,"no",195,"secondary","no","blue-collar","no","married","may",-1,"unknown",0,"no"
"570",28,5090,3,"unknown",6,"no",1297,"secondary","yes","services","no","single","may",-1,"unknown",0,"yes"
"571",38,573,1,"unknown",6,"no",87,"unknown","yes","technician","no","married","may",-1,"unknown",0,"no"
"572",56,1602,1,"unknown",6,"no",427,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"573",41,-137,1,"unknown",6,"yes",189,"primary","yes","blue-collar","yes","single","may",-1,"unknown",0,"no"
"574",52,0,1,"unknown",6,"no",195,"unknown","no","technician","no","married","may",-1,"unknown",0,"no"
"575",54,193,1,"unknown",6,"no",179,"secondary","no","services","no","married","may",-1,"unknown",0,"no"
"577",53,288,1,"unknown",6,"no",69,"secondary","no","entrepreneur","no","married","may",-1,"unknown",0,"no"
"579",53,25,3,"unknown",6,"no",266,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"580",46,216,2,"unknown",6,"no",524,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"581",39,190,2,"unknown",6,"no",96,"primary","yes","blue-collar","yes","divorced","may",-1,"unknown",0,"no"
"582",56,99,2,"unknown",6,"no",155,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"583",55,2298,2,"unknown",6,"no",162,"primary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"586",35,0,2,"unknown",6,"no",154,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"587",55,840,2,"unknown",6,"no",310,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"589",30,0,1,"unknown",6,"no",369,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"590",37,-325,2,"unknown",6,"no",112,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"593",41,4070,2,"unknown",6,"no",140,"primary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"595",55,141,2,"unknown",6,"no",262,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"596",28,89,2,"unknown",6,"no",174,"secondary","no","services","no","divorced","may",-1,"unknown",0,"no"
"604",56,5,2,"unknown",6,"no",407,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"605",51,50,1,"unknown",6,"no",121,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"606",39,285,1,"unknown",6,"no",209,"secondary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"607",49,15,2,"unknown",6,"no",92,"unknown","no","technician","no","married","may",-1,"unknown",0,"no"
"608",51,653,1,"unknown",6,"no",208,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"609",43,918,1,"unknown",6,"no",193,"secondary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"614",53,3397,1,"unknown",6,"no",231,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"616",39,2877,1,"unknown",6,"no",278,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"619",40,2880,2,"unknown",6,"no",145,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"620",40,-5,2,"unknown",6,"no",78,"unknown","yes","technician","no","single","may",-1,"unknown",0,"no"
"623",40,109,2,"unknown",6,"no",147,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"624",59,-119,1,"unknown",6,"no",289,"primary","yes","retired","no","married","may",-1,"unknown",0,"no"
"626",31,1852,3,"unknown",6,"no",170,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"627",35,533,1,"unknown",6,"no",802,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"631",56,4246,2,"unknown",6,"no",304,"unknown","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"632",32,395,3,"unknown",6,"no",241,"tertiary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"633",42,15,1,"unknown",6,"no",230,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"635",52,-184,2,"unknown",6,"no",392,"tertiary","yes","entrepreneur","yes","married","may",-1,"unknown",0,"no"
"637",52,-183,1,"unknown",6,"yes",145,"primary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"638",30,1144,1,"unknown",6,"no",252,"secondary","yes","unemployed","no","divorced","may",-1,"unknown",0,"no"
"640",35,69,2,"unknown",6,"no",235,"secondary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"641",55,220,2,"unknown",6,"no",328,"secondary","yes","management","no","single","may",-1,"unknown",0,"no"
"645",43,0,2,"unknown",6,"no",37,"secondary","yes","unemployed","no","married","may",-1,"unknown",0,"no"
"648",31,252,3,"unknown",6,"no",175,"secondary","yes","student","no","single","may",-1,"unknown",0,"no"
"649",41,65,2,"unknown",6,"no",524,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"650",41,-366,3,"unknown",6,"no",29,"secondary","yes","technician","yes","married","may",-1,"unknown",0,"no"
"652",38,221,2,"unknown",6,"no",211,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"653",44,4,3,"unknown",6,"no",312,"tertiary","yes","self-employed","no","divorced","may",-1,"unknown",0,"no"
"655",28,312,1,"unknown",6,"no",392,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"658",40,-322,1,"unknown",6,"no",144,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"659",29,-150,1,"unknown",6,"no",328,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"660",38,1349,1,"unknown",6,"no",100,"unknown","yes","management","no","married","may",-1,"unknown",0,"no"
"662",45,1259,1,"unknown",6,"no",507,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"664",34,848,2,"unknown",6,"no",684,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"665",41,89,2,"unknown",6,"no",333,"unknown","yes","entrepreneur","no","married","may",-1,"unknown",0,"no"
"668",40,200,2,"unknown",6,"no",322,"secondary","yes","technician","no","single","may",-1,"unknown",0,"no"
"669",60,46,4,"unknown",6,"no",202,"primary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"670",47,201,2,"unknown",6,"no",92,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"671",46,530,3,"unknown",6,"no",739,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"672",31,0,2,"unknown",6,"no",273,"secondary","yes","blue-collar","no","single","may",-1,"unknown",0,"no"
"673",49,1,3,"unknown",6,"no",260,"secondary","yes","self-employed","no","married","may",-1,"unknown",0,"no"
"675",31,-173,2,"unknown",6,"no",396,"tertiary","yes","management","no","single","may",-1,"unknown",0,"no"
"677",37,215,3,"unknown",6,"no",308,"primary","yes","blue-collar","yes","married","may",-1,"unknown",0,"no"
"678",35,-131,2,"unknown",6,"no",467,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"679",31,783,1,"unknown",6,"no",320,"secondary","yes","management","no","single","may",-1,"unknown",0,"no"
"680",41,0,3,"unknown",6,"no",160,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"682",40,105,2,"unknown",6,"no",189,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"685",42,0,3,"unknown",6,"no",65,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"686",54,510,2,"unknown",6,"no",196,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"688",53,244,2,"unknown",6,"no",197,"secondary","yes","admin.","yes","married","may",-1,"unknown",0,"no"
"689",49,92,2,"unknown",6,"no",221,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
"691",29,948,2,"unknown",6,"no",75,"secondary","yes","student","no","single","may",-1,"unknown",0,"no"
"692",36,23,2,"unknown",6,"no",400,"primary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"693",37,710,3,"unknown",6,"no",378,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"694",39,1205,2,"unknown",6,"no",118,"secondary","yes","services","no","married","may",-1,"unknown",0,"no"
"695",36,368,2,"unknown",6,"no",1597,"secondary","yes","technician","yes","married","may",-1,"unknown",0,"yes"
"697",40,6,3,"unknown",6,"no",60,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"698",49,26,2,"unknown",6,"no",276,"secondary","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"699",30,-48,2,"unknown",6,"no",152,"unknown","yes","technician","no","single","may",-1,"unknown",0,"no"
"702",46,401,2,"unknown",6,"no",306,"unknown","yes","blue-collar","no","married","may",-1,"unknown",0,"no"
"703",33,21,3,"unknown",6,"no",189,"secondary","no","admin.","no","married","may",-1,"unknown",0,"no"
"704",43,0,2,"unknown",6,"no",125,"secondary","yes","services","no","divorced","may",-1,"unknown",0,"no"
"705",43,-497,2,"unknown",6,"no",234,"secondary","yes","admin.","no","single","may",-1,"unknown",0,"no"
"707",44,78,6,"unknown",6,"no",13,"unknown","yes","technician","no","single","may",-1,"unknown",0,"no"
"708",35,226,3,"unknown",6,"no",283,"tertiary","yes","technician","yes","single","may",-1,"unknown",0,"no"
"709",47,503,2,"unknown",6,"no",109,"secondary","yes","technician","no","married","may",-1,"unknown",0,"no"
"712",40,0,2,"unknown",6,"no",121,"secondary","yes","blue-collar","no","divorced","may",-1,"unknown",0,"no"
"715",40,419,3,"unknown",6,"no",112,"unknown","yes","admin.","no","single","may",-1,"unknown",0,"no"
"716",41,322,4,"unknown",6,"no",87,"secondary","yes","admin.","no","divorced","may",-1,"unknown",0,"no"
"720",38,3047,2,"unknown",6,"no",285,"secondary","yes","admin.","no","married","may",-1,"unknown",0,"no"
"721",54,83,3,"unknown",6,"no",190,"secondary","yes","technician","no","divorced","may",-1,"unknown",0,"no"
"722",58,68,5,"unknown",6,"no",172,"tertiary","yes","management","no","married","may",-1,"unknown",0,"no"
